"exchange"	"price"	"symbol"	"x"
"8871"	"Z"	1.52	"AUMN"	100
"8891"	"D"	1.53	"AUMN"	200
"8916"	"A"	1.54	"AUMN"	200
"8917"	"J"	1.54	"AUMN"	100
"8918"	"P"	1.54	"AUMN"	100
"8927"	"A"	1.54	"VGZ"	300
"8945"	"D"	1.5433	"VGZ"	1025
"8964"	"P"	1.55	"AUMN"	100
"8965"	"Q"	1.55	"AUMN"	100
"8979"	"Z"	1.55	"VGZ"	200
"9009"	"D"	1.5599	"AUMN"	800
"9021"	"A"	1.56	"AUMN"	100
"9022"	"D"	1.56	"AUMN"	100
"9023"	"Q"	1.56	"AUMN"	200
"9044"	"D"	1.561	"GNK"	3400
"9054"	"D"	1.565	"AUMN"	100
"9060"	"D"	1.5667	"AAU"	1000
"9065"	"B"	1.57	"AAU"	200
"9066"	"Z"	1.57	"AAU"	100
"9077"	"A"	1.57	"AUMN"	100
"9078"	"D"	1.57	"AUMN"	3700
"9079"	"J"	1.57	"AUMN"	200
"9080"	"P"	1.57	"AUMN"	1200
"9081"	"Q"	1.57	"AUMN"	800
"9082"	"Z"	1.57	"AUMN"	100
"9083"	"B"	1.57	"DVR"	100
"9084"	"D"	1.57	"GNK"	500
"9130"	"D"	1.5745	"GNK"	2088
"9132"	"D"	1.575	"AUMN"	900
"9133"	"P"	1.575	"AUMN"	200
"9168"	"D"	1.58	"DVR"	100
"9169"	"B"	1.58	"GNK"	300
"9170"	"D"	1.58	"GNK"	3350
"9171"	"K"	1.58	"GNK"	200
"9172"	"N"	1.58	"GNK"	922
"9173"	"P"	1.58	"GNK"	400
"9185"	"A"	1.58	"PIP"	100
"9225"	"D"	1.585	"GNK"	100
"9261"	"D"	1.59	"AAU"	100
"9265"	"D"	1.59	"DVR"	100
"9266"	"W"	1.59	"DVR"	100
"9275"	"D"	1.59	"GNK"	200
"9276"	"K"	1.59	"GNK"	2200
"9277"	"P"	1.59	"GNK"	100
"9305"	"J"	1.59	"SOL"	300
"9336"	"D"	1.5945	"DVR"	1950
"9355"	"D"	1.5966	"AAU"	700
"9393"	"Q"	1.6	"AUMN"	400
"9394"	"B"	1.6	"DVR"	100
"9395"	"D"	1.6	"DVR"	300
"9396"	"J"	1.6	"DVR"	200
"9397"	"K"	1.6	"DVR"	100
"9398"	"N"	1.6	"DVR"	700
"9399"	"P"	1.6	"DVR"	2200
"9400"	"Q"	1.6	"DVR"	700
"9401"	"Y"	1.6	"DVR"	400
"9402"	"Z"	1.6	"DVR"	300
"9427"	"D"	1.6	"PIP"	1240
"9456"	"D"	1.6	"SOL"	1000
"9457"	"P"	1.6	"SOL"	1000
"9484"	"D"	1.605	"AUMN"	200
"9501"	"D"	1.605	"SOL"	100
"9520"	"D"	1.6099	"STV"	300
"9521"	"D"	1.61	"AUMN"	200
"9522"	"P"	1.61	"AUMN"	400
"9523"	"Q"	1.61	"AUMN"	100
"9524"	"Z"	1.61	"AUMN"	300
"9554"	"D"	1.61	"SOL"	100
"9573"	"K"	1.615	"AUMN"	100
"9588"	"D"	1.62	"AUMN"	300
"9589"	"J"	1.62	"AUMN"	100
"9590"	"P"	1.62	"AUMN"	300
"9591"	"Q"	1.62	"AUMN"	700
"9592"	"Z"	1.62	"AUMN"	100
"9616"	"N"	1.62	"SOL"	100
"9625"	"Q"	1.62	"STV"	300
"9667"	"D"	1.626	"RBY"	200
"9689"	"D"	1.6299	"CEP"	450
"9695"	"D"	1.6299	"STV"	2000
"9699"	"Q"	1.63	"AUMN"	100
"9731"	"D"	1.63	"RBY"	2100
"9737"	"P"	1.63	"SOL"	400
"9738"	"Z"	1.63	"SOL"	100
"9851"	"D"	1.6398	"SOL"	3800
"9860"	"D"	1.64	"AUMN"	100
"9861"	"Q"	1.64	"AUMN"	300
"9888"	"D"	1.64	"RBY"	100
"9889"	"D"	1.64	"SOL"	2000
"9890"	"P"	1.64	"SOL"	1900
"9989"	"D"	1.649	"SOL"	1300
"10001"	"D"	1.65	"AUMN"	100
"10002"	"P"	1.65	"AUMN"	100
"10036"	"D"	1.65	"SOL"	10900
"10037"	"N"	1.65	"SOL"	100
"10334"	"W"	1.68	"REE"	100
"10343"	"D"	1.68	"TGS"	100
"10408"	"B"	1.69	"REE"	100
"10409"	"Z"	1.69	"REE"	100
"10470"	"B"	1.7	"REE"	200
"10471"	"Z"	1.7	"REE"	102
"10803"	"B"	1.77	"MEET"	100
"10834"	"D"	1.78	"MEET"	200
"10850"	"D"	1.7899	"MEET"	100
"10865"	"A"	1.79	"MEET"	100
"10876"	"D"	1.799	"MEET"	750
"10882"	"D"	1.8	"GMO"	1895
"10893"	"A"	1.8	"MEET"	100
"10894"	"C"	1.8	"MEET"	1000
"10897"	"D"	1.8	"WTT"	200
"10900"	"D"	1.801	"GMO"	3195
"10903"	"D"	1.806	"GMO"	1600
"10944"	"D"	1.82	"GMO"	100
"10960"	"D"	1.822	"GMO"	2200
"10961"	"D"	1.8221	"GMO"	100
"10983"	"D"	1.83	"GMO"	200
"11020"	"D"	1.84	"GMO"	1300
"11021"	"P"	1.84	"GMO"	100
"11031"	"D"	1.8401	"GMO"	3150
"11035"	"D"	1.841	"GMO"	900
"11059"	"K"	1.85	"APP"	200
"11074"	"D"	1.85	"GMO"	2000
"11132"	"Q"	1.86	"IG"	100
"11137"	"D"	1.86	"UMC"	1700
"11230"	"D"	1.8701	"APP"	1300
"11252"	"D"	1.88	"APP"	1126
"11312"	"A"	1.89	"RIC"	300
"11346"	"K"	1.9	"LAS"	100
"11356"	"A"	1.9	"RIC"	100
"11363"	"D"	1.905	"LAS"	2200
"11376"	"K"	1.91	"LAS"	100
"11384"	"B"	1.91	"MUX"	200
"11385"	"N"	1.91	"MUX"	200
"11386"	"W"	1.91	"MUX"	100
"11387"	"Z"	1.91	"MUX"	200
"11397"	"D"	1.9108	"LAS"	200
"11428"	"D"	1.92	"MUX"	700
"11429"	"N"	1.92	"MUX"	100
"11430"	"P"	1.92	"MUX"	600
"11431"	"Q"	1.92	"MUX"	9100
"11432"	"Z"	1.92	"MUX"	900
"11442"	"D"	1.9206	"MUX"	3000
"11443"	"D"	1.9214	"MUX"	1000
"11444"	"N"	1.924	"LAS"	100
"11448"	"D"	1.925	"MUX"	200
"11452"	"D"	1.9299	"LAS"	5000
"11471"	"D"	1.93	"LAS"	700
"11472"	"Z"	1.93	"LAS"	200
"11473"	"B"	1.93	"MUX"	700
"11474"	"D"	1.93	"MUX"	9600
"11475"	"N"	1.93	"MUX"	4200
"11476"	"P"	1.93	"MUX"	400
"11477"	"Q"	1.93	"MUX"	200
"11478"	"Z"	1.93	"MUX"	1500
"11485"	"D"	1.93	"NCQ"	100
"11486"	"Q"	1.93	"NCQ"	100
"11501"	"D"	1.9306	"MUX"	400
"11507"	"Z"	1.935	"MUX"	200
"11514"	"D"	1.9387	"MUX"	250
"11521"	"D"	1.9399	"MUX"	2000
"11542"	"B"	1.94	"MUX"	100
"11543"	"C"	1.94	"MUX"	3700
"11544"	"D"	1.94	"MUX"	4000
"11545"	"J"	1.94	"MUX"	400
"11546"	"K"	1.94	"MUX"	1800
"11547"	"N"	1.94	"MUX"	700
"11548"	"P"	1.94	"MUX"	100
"11549"	"Q"	1.94	"MUX"	1300
"11550"	"Z"	1.94	"MUX"	3800
"11853"	"A"	1.98	"AXU"	300
"11854"	"D"	1.98	"AXU"	800
"11939"	"D"	1.99	"AXU"	120
"11940"	"Z"	1.99	"AXU"	100
"12046"	"D"	2	"AXU"	500
"12047"	"Q"	2	"AXU"	100
"12048"	"Z"	2	"AXU"	200
"12158"	"D"	2.01	"AXU"	200
"12169"	"N"	2.01	"CVO"	100
"12207"	"K"	2.01	"SVLC"	100
"12208"	"Q"	2.01	"SVLC"	100
"12209"	"Z"	2.01	"SVLC"	300
"12224"	"D"	2.0101	"SVLC"	500
"12291"	"D"	2.02	"CVO"	100
"12366"	"D"	2.025	"CVO"	100
"12385"	"D"	2.0251	"SVLC"	1000
"12420"	"P"	2.03	"CVO"	195
"12444"	"D"	2.03	"STRI"	100
"12445"	"K"	2.03	"STRI"	100
"12446"	"Q"	2.03	"STRI"	100
"12452"	"D"	2.03	"SVLC"	1500
"12476"	"D"	2.0301	"SVLC"	500
"12530"	"D"	2.0399	"TGB"	10000
"12559"	"N"	2.04	"NTZ"	100
"12561"	"D"	2.04	"STRI"	600
"12577"	"A"	2.04	"TGB"	100
"12578"	"D"	2.04	"TGB"	100
"12697"	"K"	2.05	"TCX"	1500
"12699"	"A"	2.05	"TGB"	100
"12700"	"D"	2.05	"TGB"	100
"12701"	"J"	2.05	"TGB"	700
"12702"	"K"	2.05	"TGB"	500
"12703"	"Q"	2.05	"TGB"	6300
"12704"	"Z"	2.05	"TGB"	700
"12764"	"D"	2.0567	"TXMD"	500
"12840"	"A"	2.06	"TGB"	200
"12841"	"Q"	2.06	"TGB"	300
"12915"	"D"	2.0699	"TGB"	5000
"12953"	"J"	2.07	"TGB"	300
"12954"	"Q"	2.07	"TGB"	2700
"12955"	"Y"	2.07	"TGB"	100
"12980"	"D"	2.072	"STRI"	100
"12984"	"D"	2.0734	"TXMD"	500
"13003"	"D"	2.075	"NSPR"	2500
"13031"	"D"	2.0799	"NSPR"	3200
"13058"	"D"	2.08	"NSPR"	1000
"13061"	"A"	2.08	"TCX"	100
"13111"	"D"	2.09	"GGS"	300
"13150"	"D"	2.0999	"NSPR"	372
"13370"	"D"	2.15	"CSFS"	1600
"13371"	"Q"	2.15	"CSFS"	700
"13372"	"Y"	2.15	"CSFS"	100
"13402"	"D"	2.151	"CSFS"	500
"13404"	"D"	2.153	"CSFS"	1200
"13434"	"N"	2.16	"CSFS"	200
"13460"	"D"	2.1624	"BPZ"	500
"13485"	"N"	2.17	"CSFS"	800
"13486"	"Z"	2.17	"CSFS"	500
"13513"	"D"	2.178	"CSFS"	100
"13526"	"Q"	2.18	"CSFS"	100
"13546"	"N"	2.181	"BPZ"	200
"13551"	"D"	2.182	"BPZ"	100
"13554"	"D"	2.184	"BPZ"	700
"13556"	"D"	2.185	"BPZ"	200
