"","A","B","C","D","J","K","M","N","P","Q","W","X","Y","Z"
"PROV",0,300,0,7833,200,3146,0,0,500,1400,0,0,1300,1600
"PRPH",0,0,0,0,0,0,0,0,3600,0,0,0,0,0
"PRSC",0,600,0,57500,0,500,0,0,700,2100,100,100,100,500
"PRSS",0,100,0,3800,100,0,0,0,100,300,0,0,0,500
"PRTA",0,0,0,44952,0,2977,0,0,5100,27374,0,0,100,500
"PRTS",0,0,0,20252,600,6133,0,0,9655,400,100,0,0,600
"PRU",0,47302,4872,507696,43040,115017,0,257434,171775,205389,9100,11230,9339,168697
"PRXI",0,0,0,4315,300,100,0,0,100,100,0,0,300,0
"PRXL",0,4400,100,153589,4700,19137,0,0,17200,42977,700,0,4900,5270
"PRY",0,0,0,1274,0,0,0,1200,0,0,0,0,0,0
"PSA",0,17532,0,35098,2900,7397,0,25320,7067,7198,900,200,1600,4489
"PSAU",0,0,0,5970,0,0,0,0,0,642,0,0,0,0
"PSB",0,4800,0,25505,1400,10143,0,7559,2809,2402,0,0,200,4100
"PSBH",0,0,0,1000,0,0,0,0,0,100,0,0,0,0
"PSCC",0,0,0,4680,0,0,0,0,600,0,0,0,0,0
"PSCD",0,0,0,6282,0,0,0,0,0,0,0,0,0,0
"PSCE",0,0,0,2346,0,0,0,0,0,374,0,0,0,0
"PSCF",0,0,0,5070,0,0,0,0,200,200,0,0,100,0
"PSCH",0,0,0,4078,0,0,0,0,1100,0,0,0,0,0
"PSCI",0,0,0,456,0,0,0,0,0,0,0,0,0,0
"PSCT",0,0,0,4364,0,0,0,0,0,0,0,0,0,0
"PSCU",0,0,0,13758,0,0,0,0,0,321,0,0,0,0
"PSDV",0,300,0,13703,2500,100,0,0,100,100,0,0,0,3476
"PSE",0,400,0,11594,200,3750,0,200,3500,400,0,0,200,600
"PSEC",27522,66529,3950,1125171,84448,115385,0,0,47171,225823,5600,5400,32651,119448
"PSEM",0,900,0,8600,700,2300,0,0,1598,3600,600,0,400,1600
"PSF",0,1500,200,11933,500,6901,0,3700,1257,1400,200,400,200,200
"PSI",0,0,0,482,0,0,0,0,300,0,0,0,0,0
"PSJ",0,0,0,2500,0,0,0,0,185,0,0,0,0,0
"PSK",0,4200,0,15377,300,0,0,0,13980,0,0,0,1466,0
"PSL",0,0,0,5345,0,0,0,0,200,0,0,0,0,0
"PSLV",0,5515,550,462795,9970,14806,0,0,114590,121776,0,100,3350,21151
"PSMI",0,1643,0,55026,600,13881,0,0,13800,12575,200,200,0,4898
"PSMT",0,2000,0,15306,500,14403,0,0,4356,7527,200,0,1000,2400
"PSO",0,10200,100,69538,12485,3514,0,38526,19085,32616,1400,0,2100,23522
"PSP",0,0,0,64688,300,200,0,0,18235,14069,0,0,0,877
"PSQ",0,5300,300,210631,23118,35988,0,0,41040,60742,0,4200,16027,88850
"PSR",0,0,0,416,0,0,0,0,3000,0,0,0,0,100
"PST",0,100,0,13091,100,3200,0,0,13890,2685,0,0,0,2600
"PSTB",0,0,900,1180,100,0,0,0,100,767,0,0,100,200
"PSTI",0,100,0,31961,100,2300,0,0,1000,5300,0,0,100,1500
"PSTR",0,0,0,11084,0,600,0,0,4400,200,0,0,0,100
"PSUN",0,600,0,63146,1800,3935,0,0,4600,21300,800,100,2600,7150
"PSX",0,44105,1600,1361351,49570,142286,0,165580,164962,273653,11900,13528,11400,239627
"PT",0,1700,200,154665,4500,6903,0,9496,17586,1968,1700,100,800,900
"PTEK",0,0,0,7980,0,1200,0,0,100,400,0,0,0,200
"PTEN",8412,17800,1000,627658,70102,183670,0,0,188884,255396,23600,2100,33674,192297
"PTF",0,0,0,5224,0,0,0,0,400,0,0,0,0,0
"PTGI",0,0,0,7855,100,3072,0,735,1500,100,0,0,0,300
"PTH",0,0,0,8704,600,0,0,0,0,0,0,0,0,0
"PTIE",0,400,0,18865,100,700,0,0,9053,1800,0,0,200,400
"PTIX",0,0,0,2000,0,0,0,0,0,0,0,0,0,0
"PTM",0,0,0,7084,0,0,0,0,4000,0,0,0,0,0
"PTN",1600,0,0,16565,700,4800,0,0,31956,21433,0,0,0,700
"PTNR",0,100,0,21548,0,200,0,0,300,3740,0,0,100,1300
"PTP",0,18940,200,38464,1800,2494,0,25725,14440,12400,700,1200,600,6709
"PTR",0,1200,0,29665,400,11192,0,15643,8518,5500,0,200,400,3300
"PTRY",0,4800,100,97594,1000,16681,0,0,11382,23462,500,0,1400,7000
"PTSI",0,0,0,700,0,0,0,0,0,100,0,0,0,0
"PTSX",0,0,0,5550,400,1200,0,0,100,0,0,0,0,300
"PTX",0,0,0,22825,100,1400,0,0,2200,8454,0,0,500,2300
"PTY",0,400,0,73248,0,1600,0,3492,3226,3306,0,0,0,0
"PUI",0,0,0,10262,0,0,0,0,2064,1700,0,0,0,0
"PUK",0,1380,200,16790,900,2300,0,24252,6188,3397,900,300,1609,3400
"PULB",0,100,0,30138,600,100,0,0,4275,3462,0,0,400,0
"PULS",0,0,0,38729,500,700,0,12308,2500,0,0,0,0,0
"PUW",0,0,0,601,0,0,0,0,100,0,0,0,0,0
"PVA",0,19400,800,433596,21000,99419,0,135982,109246,87316,5200,800,3500,41353
"PVD",0,0,0,1040,100,100,0,100,0,1073,0,0,0,100
"PVFC",0,0,0,7840,0,1600,0,0,0,400,0,0,100,0
"PVG",0,1800,0,66969,3900,24065,0,12901,3200,10415,1500,0,300,14800
"PVH",0,21447,700,154388,5010,27882,0,72409,51126,39490,5400,900,5400,15855
"PVI",0,8496,0,10793,400,0,0,0,400,0,0,0,200,0
"PVR",0,7100,0,314293,1700,54453,0,40088,22174,38234,500,200,3200,5001
"PVTB",0,4600,200,91907,4300,8195,0,0,25023,38101,2800,200,3100,29669
"PVTBP",0,0,0,5220,0,4500,0,0,0,1456,0,0,0,0
"PVTD",0,0,0,1533,0,0,0,700,0,0,0,0,0,0
"PW",0,0,0,3637,0,0,0,0,0,0,0,0,0,0
"PWB",0,0,0,11964,0,705,0,0,5360,0,0,0,0,200
"PWC",0,0,0,1146,0,0,0,0,680,0,0,0,0,0
"PWE",0,90922,1700,825736,59334,103055,0,189264,180761,132216,4800,6400,44250,87689
"PWO",0,0,0,490,0,0,0,0,0,0,0,0,0,0
"PWOD",0,0,0,100,0,0,0,0,200,951,100,0,0,0
"PWR",0,6304,100,515765,21063,58023,0,120205,39214,64479,6400,1400,1604,55547
"PWRD",0,4298,500,144927,5967,31408,0,0,17223,52572,1000,600,2700,28782
"PWV",0,0,0,45093,100,100,0,0,3910,100,0,0,0,2163
"PWX",0,0,0,100,0,0,0,0,0,100,0,0,0,0
"PWZ",0,0,0,7672,0,0,0,0,500,593,0,0,0,0
"PX",0,21300,1300,339635,12600,85355,0,149100,81428,81829,4700,6900,4200,25858
"PXD",0,35100,900,219722,29930,32501,0,43801,59850,65621,300,1200,29131,58223
"PXE",0,0,0,10045,0,200,0,0,8092,700,0,0,300,100
"PXF",0,0,0,18271,0,100,0,0,100,0,0,0,0,200
"PXH",0,0,0,40126,600,1300,0,0,14900,2485,0,0,200,6000
"PXI",0,0,0,12202,0,527,0,0,3072,2700,0,0,0,0
"PXJ",0,100,0,13379,100,100,0,0,6548,8800,0,0,0,0
"PXLC",0,0,0,6118,0,0,0,0,0,1000,0,0,0,500
"PXLG",0,0,0,510,0,116,0,0,300,200,0,0,469,0
"PXLV",0,3800,0,4913,0,0,0,0,0,0,0,0,0,0
"PXLW",0,0,0,1299,0,100,0,0,0,0,0,0,0,0
"PXMC",0,0,0,1742,0,0,0,0,0,0,0,0,0,0
"PXMG",0,0,0,300,0,0,0,0,1000,0,0,0,0,500
"PXMV",0,0,0,1660,0,0,0,0,0,0,0,0,0,0
"PXN",0,0,0,6600,0,0,0,0,2100,0,0,0,0,0
"PXQ",0,0,0,2816,0,0,0,0,782,0,0,0,0,0
"PXR",0,0,0,4554,0,0,0,0,100,0,0,0,0,0
"PXSC",0,0,0,600,0,0,0,0,200,200,0,0,0,0
"PXSG",0,0,0,650,0,0,0,0,500,0,0,0,0,100
"PXSV",0,0,0,2437,0,0,0,0,1341,675,0,0,0,300
"PYB",0,0,0,825,0,0,0,0,0,0,0,0,0,0
"PYC",0,0,0,0,0,0,0,681,0,0,0,0,0,0
"PYK",0,0,0,2109,0,0,0,0,0,0,0,0,0,0
"PYN",0,100,420,7000,0,1200,0,494,535,300,0,0,0,0
"PYS",0,0,0,379,0,0,0,640,100,0,0,0,0,0
"PYT",0,100,0,850,0,200,0,0,0,0,0,0,0,0
"PYZ",0,0,0,3001,0,0,0,0,343,100,0,0,0,100
"PZA",0,0,0,92475,300,200,0,0,1470,300,0,0,700,400
"PZB",0,0,0,1266,0,0,0,1000,0,0,0,0,0,0
"PZC",0,364,0,6675,0,0,0,520,0,0,0,0,0,0
"PZD",0,0,0,2764,0,0,0,0,672,0,0,0,0,0
"PZE",0,200,0,18483,0,14042,0,2700,3570,1600,100,0,0,600
"PZG",15575,31615,800,299130,13400,12161,0,0,6494,21930,1100,3140,8500,23058
"PZI",0,0,0,6261,0,100,0,0,2000,100,0,0,0,0
"PZN",0,1900,1887,9968,300,100,0,900,1275,1900,0,0,400,300
"PZT",0,0,0,8877,0,860,0,0,0,800,0,0,0,100
"PZZA",0,5600,0,43553,3000,2800,0,0,4700,10200,0,100,2100,3800
"PZZI",0,0,0,38008,0,930,0,0,1100,2335,0,0,0,400
"QABA",0,0,0,1063,0,0,0,0,0,0,0,0,0,271
"QADA",0,0,0,400,0,0,0,0,400,100,0,0,0,0
"QADB",0,0,0,100,0,0,0,0,0,100,0,0,0,0
"QAI",0,2542,0,19524,0,0,0,0,300,5700,0,0,0,0
"QBAK",0,0,0,2300,0,0,0,0,0,0,0,0,0,0
"QCCO",0,0,0,2900,0,0,0,0,0,1504,0,0,0,0
"QCLN",0,0,0,12296,0,0,0,0,0,1200,0,0,0,0
"QCOM",0,69517,6650,2313795,67424,322214,0,0,314433,425649,12300,1400,31826,859369
"QCOR",0,5100,750,311518,9200,61896,0,0,59854,136345,100,0,2200,47613
"QCRH",0,0,0,0,0,192,0,0,0,0,0,0,0,0
"QDEF",0,0,0,2200,0,0,0,0,0,0,0,0,0,0
"QDEL",0,4900,0,69842,2700,5579,0,0,22254,34064,500,300,1100,21127
"QDF",0,0,0,33505,0,0,0,0,600,0,0,0,0,0
"QDYN",0,0,0,210,0,0,0,0,0,0,0,0,0,0
"QEP",0,13700,100,317167,16900,93904,0,98559,60084,102975,8929,1900,5000,83188
"QGEM",0,0,0,500,0,0,0,0,0,0,0,0,0,0
"QGEN",800,2643,500,108695,6081,19042,0,0,41500,54103,1200,1100,7500,40098
"QID",0,18200,3100,1664443,113385,432048,16000,0,137661,435803,0,8400,115106,420774
"QIHU",0,9500,100,123243,3933,62716,0,31749,23559,42255,0,0,3200,6382
"QKLS",0,0,0,100,0,0,0,0,0,0,0,0,0,0
"QLD",0,14277,100,361810,31051,116403,394,0,78001,191556,100,4400,9099,121709
"QLGC",0,16551,800,292677,24035,27379,0,0,56710,129046,4100,200,31873,98236
"QLIK",0,26963,1300,609847,30039,77812,0,0,79756,147882,2900,400,5711,59718
"QLTA",0,0,0,12725,0,0,0,0,10782,0,0,0,0,500
"QLTC",0,0,0,200,0,0,0,0,0,800,0,0,0,300
"QLTI",0,500,300,8212,300,800,0,0,1600,2152,300,0,400,1300
"QLTY",0,1900,0,33372,900,3000,0,0,5900,31627,300,0,200,2900
"QLYS",0,970,0,10140,200,0,0,0,300,2500,200,0,200,800
"QMM",1000,0,0,29437,0,2900,0,0,0,10400,0,0,0,0
"QNST",0,300,0,37179,800,2773,0,0,1200,5486,0,0,500,1800
"QQEW",0,0,0,24117,100,100,0,0,500,1314,0,0,0,0
"QQXT",0,0,0,1440,0,600,0,0,600,2425,0,0,0,500
"QRE",0,3700,0,98607,611,13848,0,4905,4147,40157,100,0,22055,1800
"QRM",800,0,0,38537,500,0,0,0,800,3700,0,0,0,0
"QSII",0,2400,0,34237,2300,6276,100,0,6300,22779,100,0,1000,5709
"QTEC",0,100,0,9915,0,900,0,0,200,4290,0,0,0,1194
"QTM",0,101230,5000,1517389,39783,191989,0,315216,104728,76934,2900,15700,40717,92903
"QTWW",0,0,0,53479,0,0,0,0,0,4169,0,0,0,28296
"QUAD",0,2700,100,31340,1600,10815,0,15222,10143,6200,500,0,500,3396
"QUIK",0,0,0,26872,800,3900,0,0,2700,12134,0,0,1100,2800
"R",0,37485,4005,914519,39497,92750,0,204737,165392,155445,2900,3100,20792,97717
"RAD",0,662512,43768,7674140,711177,1885688,0,1648214,768389,1233545,45527,178504,651418,1989621
"RADA",0,0,0,100,0,0,0,0,0,0,0,0,0,0
"RAI",0,21034,1400,457933,14936,62515,100,163217,98613,105036,10627,3900,7252,80357
"RAIL",0,300,0,4813,0,300,0,0,1518,6327,0,0,449,400
"RALS",0,0,0,3882,0,0,0,0,0,0,0,0,0,200
"RALY",0,2600,200,25734,0,2224,0,3936,2800,1810,0,0,200,1500
"RAND",0,100,0,4553,0,0,0,0,0,529,0,0,0,0
"RAS",0,14445,5200,317004,13773,23188,0,102649,105283,48694,1800,2600,18053,28544
"RATE",0,4100,600,336860,12136,29807,0,99227,21563,52499,4000,0,4900,27473
"RAVN",0,500,0,6479,596,4700,0,0,1856,4617,100,0,0,1875
"RAX",0,12000,667,176569,6100,42531,0,74327,33625,45842,100,200,1900,16543
"RBA",0,4600,0,92627,11825,18861,0,43329,15220,18758,1400,1300,4900,11100
"RBC",0,12498,0,70177,9100,14061,0,29512,9840,9049,1200,100,2000,10362
"RBCAA",0,700,0,6551,0,400,0,0,1000,6893,0,0,0,0
"RBCN",0,7100,0,356991,4300,31241,0,0,78397,62998,300,300,300,24704
"RBL",0,0,0,4315,0,0,0,0,37300,300,0,0,0,100
"RBS",0,7367,400,54298,5600,10500,0,76736,13274,9930,2400,2500,3300,22985
"RBY",5400,12429,0,170616,13300,8641,0,0,900,4000,600,0,4300,7800
"RCD",0,0,0,4405,0,100,0,0,500,1000,0,0,0,0
"RCG",192,0,0,0,0,0,0,0,0,0,0,0,0,0
"RCI",0,33400,0,97256,12300,12000,0,46025,24209,26538,7000,300,5900,29240
"RCII",0,85690,1700,1225580,33968,138507,0,0,236784,213712,2824,200,7800,62931
"RCKB",0,500,0,9100,200,900,0,0,3500,8352,0,0,200,2601
"RCKY",0,0,0,5710,400,2900,0,0,200,4898,0,0,0,100
"RCL",0,21226,1000,741927,31593,57187,0,205201,89607,100427,2400,10900,6400,64640
"RCMT",0,200,0,1430,0,0,0,0,0,0,0,0,0,200
"RCON",0,100,0,14256,600,1620,0,0,0,1900,0,0,0,0
"RCS",0,100,0,30958,400,1300,0,2739,2522,1506,0,0,0,100
"RDA",0,1300,100,16462,200,3200,0,0,800,10301,200,200,200,200
"RDC",0,14600,600,165796,11845,27002,0,84462,39690,50051,2600,500,3215,31393
"RDCM",0,0,0,400,0,0,0,0,0,400,0,0,0,0
"RDEN",0,1506,0,7896,800,6968,0,0,12086,5445,0,100,100,1600
"RDI",0,0,0,9527,0,0,0,0,200,7300,0,0,0,100
"RDN",0,54392,8625,1613831,77800,306648,0,324142,243810,424196,5000,39200,21550,176292
"RDNT",0,100,0,5550,100,2800,0,0,381,1300,100,0,300,100
"RDWR",0,2300,0,55363,4900,14500,0,0,14100,24344,400,100,800,11500
"RDY",0,2400,0,16066,300,6300,0,10200,8000,3200,100,0,1200,1100
"RE",0,22900,1500,221763,4200,15100,0,58198,26772,27464,800,100,4900,14985
"RECN",0,2000,200,14755,300,3500,0,0,6289,14800,100,0,900,8400
"RECV",0,0,0,4091,0,330,0,0,0,200,0,0,100,0
"REDF",0,300,0,13224,100,300,0,0,0,0,0,0,0,100
"REE",8850,12763,7475,251904,8327,14000,0,0,21800,14350,400,500,3000,6292
"REED",0,0,0,7342,0,100,0,0,800,635,100,0,100,0
"REFR",0,100,0,68015,100,5099,0,0,2929,23793,0,0,0,1401
"REG",0,6505,311,47552,1800,11693,0,32971,24179,12200,2300,1200,3400,6586
"REGI",0,1300,600,53313,1330,15966,0,0,5830,36276,200,0,400,4138
"REGN",0,8660,940,166524,13732,24484,0,0,37823,55870,1000,200,9200,36787
"REIS",0,400,0,2800,0,1300,0,0,500,600,0,0,0,500
"REK",0,0,0,1760,0,0,0,0,0,0,0,0,0,0
"RELL",0,0,0,21156,0,200,0,0,0,300,0,0,0,100
"RELV",0,0,0,9907,0,700,0,0,352,3022,0,0,0,0
"REM",0,620,1900,515203,21000,9605,0,0,31730,14600,0,0,7642,31257
"REMX",0,100,0,51091,0,1800,0,0,9800,200,0,0,0,100
"REMY",0,0,0,1400,0,0,0,0,300,889,0,0,0,200
"REN",0,3200,0,67338,4587,3400,0,19222,14054,12373,1200,100,200,5000
"RENN",0,12427,100,897766,10723,79771,0,81988,57779,53930,200,2000,11385,25792
"RENT",0,100,0,2550,0,1500,0,0,1785,900,0,0,700,0
"RES",0,12300,400,255773,18200,34193,0,122829,33979,33871,3800,764,9200,23563
"RESI",0,900,0,16834,400,500,0,6700,2100,2645,0,0,400,600
"RETL",0,0,0,2479,0,0,0,0,105,0,0,0,0,0
"REV",0,200,0,7911,0,1181,0,800,400,700,0,0,0,100
"REW",0,0,0,4404,0,0,0,0,200,300,0,0,0,0
"REX",0,0,0,4360,0,1424,0,1000,800,0,0,0,0,100
"REXI",0,100,0,750,0,0,0,0,100,200,0,0,0,100
"REXX",0,3000,100,116999,12350,15329,0,0,28834,79811,300,100,8194,20890
"REZ",0,0,0,12907,700,0,0,0,500,100,0,0,0,488
"RF",0,535194,17900,5875646,495084,842367,0,1136944,834917,1246090,36217,78900,302332,1585008
"RFG",0,0,0,15320,552,400,0,0,2485,1664,0,0,0,1662
"RFI",0,0,0,16075,0,0,0,874,3557,900,0,0,100,0
"RFIL",0,0,0,37456,400,1340,0,0,200,12286,0,0,600,700
"RFMD",35132,79842,1800,1611097,188976,452828,0,0,259219,643886,58730,5500,63006,251801
"RFP",0,8200,200,80223,400,12891,0,18951,13405,15800,900,0,1599,9400
"RFV",0,0,0,8632,0,0,0,0,700,0,0,0,0,0
"RGA",0,22000,300,82536,7100,10000,0,22354,53551,33359,2400,700,2800,12701
"RGC",0,10996,200,118571,5800,15070,0,35105,36594,28552,2600,100,1300,16364
"RGCO",0,0,0,100,0,0,0,0,0,0,0,0,0,0
"RGDX",0,0,0,2506,0,100,0,0,0,0,0,0,0,0
"RGEN",0,500,220,101535,2900,22094,0,0,6500,27047,200,100,2600,4300
"RGI",0,0,0,4373,0,0,0,0,100,0,0,0,0,0
"RGLD",0,42260,100,185621,23342,91979,0,0,71291,100575,1600,749,10200,144627
"RGLS",0,100,0,33913,0,2096,0,0,641,100,0,0,0,1300
"RGP",0,6800,200,146029,2125,8545,0,21500,38935,23406,400,700,1600,2920
"RGR",0,49313,200,65419,1700,40426,0,20318,16499,11409,0,300,14392,8400
"RGRA",0,0,0,1331,0,0,0,0,100,0,0,0,0,0
"RGRC",0,0,0,735,0,0,0,0,1053,0,0,0,0,0
"RGRI",0,0,0,736,0,0,0,0,0,0,0,0,0,0
"RGS",0,5100,100,234373,5200,16115,0,33656,13600,40265,500,2200,1000,12986
"RH",0,1000,0,24231,400,333,0,1823,1700,2300,0,0,0,2600
"RHI",0,13551,300,506053,24679,98560,0,117990,76727,143849,8700,3400,7985,49616
"RHP",0,44490,400,129497,8700,20770,0,18404,68367,31389,4500,2300,6258,20877
"RHS",0,900,0,34208,0,0,0,0,661,100,0,0,0,441
"RHT",0,14640,0,182191,11800,30483,0,67755,32124,77939,5300,700,2100,25583
"RIC",1800,397,100,40601,1200,3700,0,0,1689,5300,200,0,200,2000
"RICK",0,200,0,12050,0,500,0,0,2816,1100,0,0,100,800
"RIF",476,100,0,12604,100,2607,0,0,1700,1913,0,0,100,300
"RIG",0,22800,500,409500,24825,47712,0,78021,120765,69129,7800,5900,7307,101543
"RIGL",0,10173,3414,503739,15900,69689,0,0,36216,139368,1900,800,11200,43545
"RIMG",0,0,0,4400,100,300,0,0,500,1400,0,0,0,100
"RING",0,390,0,98639,300,7500,0,0,6000,1000,0,0,130,900
"RIO",0,27875,900,498878,31670,71107,0,117467,124547,115843,10401,16900,15900,163088
"RIOM",0,0,0,10200,400,1600,0,1200,0,400,0,0,600,100
"RIT",0,400,0,45215,400,1900,0,6403,2112,1500,0,600,1300,100
"RITT",0,0,0,2535,0,100,0,0,0,200,0,0,0,0
"RJA",0,350,0,153836,14800,9400,0,0,8000,300,0,0,2700,5540
"RJD",0,0,0,7258,0,0,0,2020,203,0,0,0,0,0
"RJET",0,3200,385,213003,17339,21728,0,0,33057,124888,1200,100,12300,25673
"RJF",0,20900,700,173723,11703,30866,0,79749,86104,51793,15900,900,8100,32436
"RJI",0,400,0,167613,5778,1844,0,0,6700,2900,0,0,1718,17386
"RJN",0,100,0,20606,2482,2900,0,0,1400,29500,200,0,1100,0
"RJZ",0,0,0,2880,0,650,0,0,100,0,0,0,0,0
"RKH",0,0,0,1300,0,0,0,0,603,100,0,0,0,0
"RKT",0,22900,800,309065,35260,91797,0,63409,69377,28033,300,3251,4500,23600
"RKUS",0,4300,1600,161020,1900,27725,0,12700,24943,8543,400,0,2000,18369
"RL",0,26100,1500,196540,4100,36459,0,61601,39388,37245,5800,200,10200,26241
"RLD",0,4900,100,18889,1600,3000,0,18237,4400,5400,0,100,800,4000
"RLGT",800,0,0,3872,0,600,0,0,0,0,0,0,0,100
"RLGY",0,26284,4300,581689,21450,78389,0,81440,113387,66753,3400,2400,15000,32899
"RLH",0,0,100,2750,0,700,0,5000,2625,600,100,0,0,700
"RLI",0,900,0,17425,300,200,0,6403,5009,1500,0,0,500,2300
"RLJ",0,7724,252,75206,5300,11773,0,38827,23196,20050,700,0,2300,12600
"RLJE",0,0,0,0,0,0,0,0,300,0,0,0,0,0
"RLOC",0,6600,479,39878,3111,3545,0,0,2300,13394,0,0,1600,6753
"RLOG",0,600,0,1559,100,0,0,0,300,500,0,0,0,0
"RLY",0,1900,0,11928,0,0,0,0,600,562,0,0,100,100
"RM",0,0,0,1622,0,0,0,500,700,100,0,0,0,0
"RMBS",0,13900,200,226699,10380,38593,0,0,54196,120402,3000,0,8967,68794
"RMCF",0,0,0,1500,0,0,0,0,410,300,0,0,0,0
"RMD",0,17461,100,382863,10570,29164,0,104413,56917,48148,1900,2400,5801,37018
"RMGN",0,0,0,0,0,0,0,0,0,100,0,0,0,0
"RMT",0,0,0,38336,100,100,0,2653,3430,4266,200,100,0,0
"RMTI",0,500,0,86681,1700,26146,0,0,1100,11701,0,0,1000,4200
"RNDY",0,400,1243,118150,1590,9250,0,9633,12127,23376,300,0,0,1900
"RNE",0,0,0,2154,0,0,0,100,200,200,0,0,0,0
"RNET",0,200,0,6700,200,300,0,0,800,1000,0,0,200,500
"RNF",0,24600,100,116507,2586,9846,0,4998,8459,12700,100,0,800,7830
"RNN",12500,0,600,267059,700,15600,0,0,0,29712,0,0,0,400
"RNO",0,1200,0,67037,400,4075,0,8659,4751,2055,100,0,800,300
"RNP",0,1900,0,62705,200,2830,0,13584,3693,1000,500,0,560,100
"RNR",0,9100,200,115400,8200,25184,0,22740,37756,29497,1000,400,3200,26691
"RNST",0,600,0,11654,900,1600,0,0,1300,7184,200,0,0,2400
"RNWK",0,0,0,3819,100,0,0,0,1100,3591,0,0,0,100
"ROC",0,29505,300,340690,30872,51659,0,113909,163844,50490,900,6975,7660,38178
"ROCK",0,1400,100,12661,400,3612,0,0,3470,12586,0,0,300,1400
"ROCM",0,500,0,10131,500,1647,0,0,2000,6466,0,200,0,695
"ROG",0,2100,0,16123,100,1300,0,4800,3020,100,0,0,5003,2300
"ROIAK",0,0,0,1258,0,0,0,0,0,0,0,0,0,100
"ROIC",0,4500,200,162863,8684,14793,0,0,53934,40667,1300,800,3217,30200
"ROICW",0,0,0,17200,0,2500,0,0,22500,0,0,0,0,1300
"ROK",0,46409,100,194436,8770,33669,0,44824,82953,37844,1600,3700,7017,30463
"ROL",0,600,0,18417,600,4500,0,22866,6473,6800,700,0,1100,2700
"ROLL",0,5727,200,114490,3500,13400,0,0,10106,21865,2900,0,3000,11549
"ROM",0,0,0,9981,0,500,0,0,100,0,0,0,0,100
"ROMA",0,100,0,1966,0,1200,0,0,0,100,0,0,0,400
"ROOF",0,0,0,15576,0,100,0,0,2800,100,0,0,0,100
"ROP",0,10800,500,85496,3800,21067,0,29414,7538,19666,0,0,3200,10089
"ROSE",0,24152,300,222808,23336,49997,0,0,71863,116411,2500,1100,5600,42967
"ROSG",0,200,0,150296,700,58168,0,0,1700,17613,0,0,500,2098
"ROST",0,13720,7500,463889,36725,39770,0,0,107449,163959,11600,0,7793,57632
"ROVI",0,7800,0,84017,5900,64361,0,0,32398,46010,300,500,1852,20531
"ROX",1000,0,0,3200,323,0,0,0,0,0,0,0,0,0
"ROYL",0,500,400,75956,200,6600,0,0,4600,7000,0,200,1200,2400
"ROYT",0,100,0,31273,0,303,0,3100,2613,450,0,200,100,200
"RP",0,2600,100,23272,1900,3100,0,0,3100,15789,100,0,1700,1908
"RPAI",0,2500,400,293231,8445,20088,0,30203,10600,18274,0,0,2400,6820
"RPG",0,0,0,37520,550,200,0,0,1687,0,0,0,0,0
"RPM",0,10987,100,98038,3100,19817,0,41249,19462,23922,2000,300,2200,20162
"RPRX",0,8100,0,132239,5574,18877,0,0,10879,37627,0,0,5500,14511
"RPT",0,3967,100,49966,4763,8800,0,37952,33722,29366,1200,300,22500,15400
"RPTP",0,2700,0,199991,4900,41898,0,0,15071,142572,400,0,1700,17995
"RPV",0,0,300,56688,0,3200,0,0,9800,1500,0,0,0,1600
"RPXC",0,3500,0,19062,1425,3400,0,0,6800,21544,100,0,3734,4418
"RQI",0,3500,200,167147,1123,4993,0,46514,8119,6700,2400,0,3000,2400
"RRC",0,13642,600,146679,9400,19071,0,37320,48294,56032,1100,800,3800,85226
"RRD",800,23905,100,430901,18365,52150,0,0,69049,224759,3100,200,13290,118203
"RRGB",0,12000,0,44017,700,5970,0,0,4400,11956,200,0,1521,2700
"RRMS",0,200,0,23797,100,900,0,954,1147,1100,0,0,0,400
"RRST",0,0,0,1290,0,0,0,0,100,100,0,0,0,0
"RRTS",0,500,0,7900,500,2800,0,8291,2200,600,0,0,200,1900
"RS",0,7900,400,95359,2400,47498,0,34349,28586,21555,1600,700,2300,27340
"RSE",0,500,0,8769,200,10821,0,1183,6200,5490,200,300,0,200
"RSG",0,20976,1000,201082,22046,82443,0,119379,68529,106499,3300,3700,6400,69194
"RSH",0,85486,7700,1093014,57868,205345,0,298584,208191,112250,6100,6100,27900,163464
"RSO",0,65509,800,631568,36785,42724,0,123410,122699,55493,13080,2500,17836,34750
"RSOL",0,0,0,7974,0,0,0,0,0,900,0,0,0,100
"RSP",0,700,740,139696,3215,2964,0,0,24434,10204,100,2500,500,11800
"RST",0,1700,0,68492,700,6990,0,24294,33579,7306,200,0,1100,5800
"RSTI",0,1300,0,11460,719,1800,0,0,2800,8000,0,0,0,2600
"RSX",0,17162,100,483001,44548,134291,0,0,1024055,69684,0,800,12400,98704
"RSXJ",0,0,0,2889,0,0,0,0,100,200,0,0,0,0
"RSYS",0,200,100,48102,700,12142,0,0,4403,12600,200,100,500,1900
"RT",0,4474,300,120950,7300,35608,0,48737,17751,15019,1100,900,2000,21000
"RTEC",0,1100,0,9654,400,8800,0,0,900,7600,800,0,0,2900
"RTH",0,0,0,19475,0,200,0,0,8400,300,0,100,0,3400
"RTI",0,5100,0,95033,3596,7700,0,29098,14598,8900,1000,400,991,2400
"RTIX",0,2300,700,46401,2500,3500,0,0,10000,15381,300,0,1000,2500
"RTK",77278,51068,1350,692664,37232,49166,0,0,32582,81498,9400,27000,23909,156713
