;A;B;C;D;J;K;M;N;P;Q;W;X;Y;Z
MATX;0;100;0;800;495;0;0;7621;200;1100;0;0;200;1742
MAV;0;0;0;0;0;0;0;2700;0;0;0;0;0;0
MBB;0;330;0;1291;0;100;0;0;0;0;0;0;200;0
MBFI;0;1900;100;11603;400;700;0;0;1000;8253;0;0;0;2600
MBI;0;10685;100;52988;3668;5492;0;18512;6340;5134;200;500;2800;7216
MBLX;0;0;0;0;0;100;0;0;0;0;0;0;0;0
MBRG;0;0;0;0;0;0;0;0;0;100;0;0;0;0
MBT;0;6059;100;19611;5012;10099;0;22516;4091;6374;500;300;1860;6318
MBTF;0;0;0;692;0;0;0;0;0;200;0;0;0;0
MBWM;0;0;0;100;0;0;0;0;100;0;0;0;0;200
MCA;0;0;0;1600;0;0;0;0;200;0;0;0;0;0
MCBC;0;100;0;1728;300;200;0;0;0;0;200;0;0;0
MCBI;0;100;0;2500;300;0;0;0;0;400;0;0;200;100
MCC;0;1647;0;4600;1000;900;0;4201;600;300;1900;100;1100;400
MCD;0;1700;0;67371;3800;12415;0;43419;7073;19663;500;300;1200;12452
MCEP;0;100;0;1779;191;0;0;0;0;500;0;0;0;0
MCF;400;0;0;1300;0;100;0;0;200;0;0;0;0;100
MCGC;0;800;0;19214;3100;1500;0;0;6055;13282;0;0;1800;7160
MCHI;0;0;0;2405;200;0;0;0;0;1164;0;0;100;1147
MCHP;0;2469;100;12340;900;2100;0;0;2700;16542;0;0;400;5229
MCHX;0;0;0;500;0;420;0;0;0;100;0;0;0;100
MCK;0;2313;0;11091;100;2522;0;8002;4680;3127;300;0;600;1700
MCN;0;0;0;1200;0;0;0;300;0;0;0;0;0;0
MCO;0;9454;0;19970;1417;400;0;9946;2418;3623;600;600;900;3764
MCOX;0;0;0;4475;0;100;0;0;0;0;0;0;0;0
MCP;0;11399;196;71622;4404;20030;0;22545;7718;12998;500;100;4000;7199
MCQ;0;0;0;0;0;0;0;160;0;0;0;0;0;0
MCR;0;100;0;2456;0;2300;0;800;0;0;0;0;0;400
MCRI;0;0;0;376;0;0;0;0;200;0;0;0;0;0
MCRL;0;1000;100;7100;991;700;0;0;1117;7100;1200;0;500;900
MCRS;0;500;0;5200;600;700;0;0;1600;4309;0;0;600;1350
MCS;0;1100;100;2100;100;0;0;1500;300;100;100;0;100;0
MCY;0;1000;100;4800;300;400;0;5749;2100;1600;100;200;200;700
MCZ;0;0;0;2000;0;0;0;0;0;0;0;0;0;0
MD;0;1200;100;2875;100;0;0;1100;700;424;200;200;200;700
MDAS;0;700;0;15883;900;800;0;0;900;8473;1200;0;500;1865
MDC;0;5368;0;24250;1300;2895;0;20493;2096;1596;400;600;2400;3284
MDCA;0;0;0;1904;200;100;0;0;300;1808;0;0;0;300
MDCI;0;0;0;2419;100;614;0;0;1900;1940;0;0;200;0
MDCO;0;1198;100;16711;800;1800;0;0;2049;10882;0;0;802;1912
MDGN;0;0;0;0;0;0;0;0;0;0;0;0;100;0
MDIV;0;2500;0;4275;0;100;0;0;700;1542;0;0;0;3900
MDLZ;400;15693;300;140433;24586;13031;0;0;17072;78465;146;600;17931;38031
MDM;0;0;0;300;0;0;0;0;0;0;0;0;0;0
MDP;0;300;0;4656;100;600;0;3703;1317;0;0;0;0;400
MDR;0;9337;100;32801;4451;2983;0;28626;6100;7634;700;1300;4500;9225
MDRX;0;5800;0;16485;300;5900;0;0;5169;22141;0;0;500;6300
MDSO;0;300;0;3300;100;300;0;0;2660;3600;300;0;100;300
MDT;0;9198;0;131043;9030;2200;0;40880;2921;17374;712;3100;1900;12584
MDU;0;4600;0;9583;2700;609;0;15703;1823;2888;1300;200;1200;3811
MDVN;0;100;0;4100;840;2500;0;0;662;2574;0;0;300;1100
MDW;32222;0;0;5900;100;335;0;0;700;1555;0;0;0;400
MDY;0;4394;0;20908;900;3593;3300;0;26683;20417;0;100;600;16497
MEA;526;300;0;5254;700;400;0;0;709;500;0;0;300;100
MEAS;0;0;0;1400;0;200;0;0;400;300;0;0;0;100
MED;0;388;100;2066;0;900;0;3201;600;300;0;100;0;200
MEET;120;200;0;400;100;100;0;0;1869;0;0;0;100;200
MEG;0;200;0;13900;800;489;0;900;500;700;100;0;200;700
MEI;0;600;0;3375;208;400;0;13121;1824;800;0;0;0;600
MEIP;0;0;0;1600;0;100;0;0;400;400;0;0;0;0
MELA;0;300;0;12000;900;0;0;0;299;300;0;0;0;100
MELI;0;300;400;2706;400;700;0;0;300;1100;200;0;100;1000
MEMP;0;834;0;6849;300;1200;0;0;800;1266;217;0;200;500
MEMS;0;425;0;15418;0;200;0;0;1400;2496;0;0;0;3100
MEN;0;0;0;100;0;0;0;1222;1000;0;0;0;0;0
MENT;0;1460;500;21200;800;6378;0;0;1900;14098;500;0;800;3445
MEOH;0;700;0;1300;300;900;0;0;1040;3157;100;100;300;1000
MERC;0;300;0;83469;1600;800;0;0;1500;700;0;0;200;1600
MERU;0;200;0;1708;300;1737;0;0;200;998;300;0;500;400
MET;0;22944;100;209630;27401;15262;0;170761;23133;51462;4900;7488;10657;54416
METR;0;0;0;200;0;200;0;0;300;300;0;0;0;500
MFA;0;20558;0;87963;9214;6300;0;29506;15377;12105;1300;300;5227;20160
MFB;0;300;0;600;0;0;0;400;0;0;0;0;0;1300
MFC;0;6800;0;13964;4465;2200;0;15033;2700;2995;900;300;923;7332
MFD;0;0;0;0;0;0;0;300;0;0;0;0;0;0
MFG;0;3900;0;3089;4500;1000;0;0;1337;1270;100;0;600;1400
MFI;0;0;0;0;0;0;0;0;585;0;0;0;0;0
MFL;0;0;0;675;0;0;0;0;0;100;0;0;0;0
MFLX;0;100;0;1823;0;0;0;0;100;300;0;100;0;200
MFM;0;0;0;2018;0;0;0;0;0;0;0;0;0;0
MFO;0;0;0;0;0;0;0;100;0;0;0;0;0;0
MFRI;0;0;0;100;0;0;0;0;100;0;0;0;0;0
MFRM;0;200;0;3600;500;400;0;0;1118;2800;0;0;0;500
MFSF;0;0;0;400;0;100;0;0;200;300;0;0;0;0
MFV;0;0;0;200;0;0;0;500;0;0;0;0;0;0
MG;0;200;0;1600;0;100;0;5344;0;400;0;0;200;300
MGA;0;2676;100;2840;0;700;0;5377;1793;2170;100;0;600;1500
MGAM;0;200;0;5399;100;300;0;0;900;5654;100;0;500;900
MGC;0;0;0;0;0;0;0;0;100;153;0;0;0;0
MGCD;0;0;0;0;0;100;0;0;0;0;0;0;0;0
MGEE;0;100;0;200;0;0;0;0;0;1619;0;0;0;200
MGF;0;0;0;2824;100;0;0;1932;0;1200;0;0;0;0
MGH;0;0;0;0;112;0;0;0;0;0;0;0;0;0
MGI;0;0;0;2000;300;0;0;1366;0;100;0;0;0;400
MGIC;0;200;0;9502;300;100;0;0;500;3100;0;0;0;0
MGK;0;0;0;820;0;0;0;0;300;500;0;0;0;0
MGLN;0;200;0;500;100;400;0;0;728;2715;0;0;100;900
MGM;0;45550;803;301782;59552;29098;0;185515;19232;70642;600;3000;16361;27801
MGN;0;0;0;100;0;0;0;0;0;0;0;0;0;0
MGPI;0;0;0;0;0;100;0;0;0;0;0;0;0;0
MGRC;0;100;0;2300;100;100;0;0;500;2375;0;0;0;100
MGT;500;0;0;3910;0;0;0;0;0;0;0;0;0;0
MGU;0;0;0;100;0;0;0;400;0;0;0;0;0;0
MHGC;0;0;0;400;0;0;0;0;0;600;0;0;0;0
MHH;0;0;0;110;0;0;0;0;0;0;0;0;0;0
MHI;0;0;0;400;0;515;0;100;0;0;0;0;0;0
MHK;0;5100;300;23342;1100;1700;0;9105;1500;649;400;1100;600;800
MHLD;0;200;0;1500;0;100;0;0;500;900;300;0;0;500
MHN;0;200;0;2100;0;0;0;844;0;0;0;0;0;0
MHNB;0;0;0;0;0;0;0;100;0;0;0;0;0;0
MHO;0;2000;200;6529;200;1900;0;6500;1302;1400;300;0;1100;600
MHR;0;12448;100;138976;13606;29059;0;8797;30831;13200;2900;100;16144;15901
MHY;0;0;0;1641;100;0;0;1060;1936;0;0;0;0;0
MIC;0;1618;0;12462;0;200;0;1500;100;900;100;0;100;100
MIDD;0;200;0;2500;100;500;0;0;200;2212;0;0;800;300
MIDU;0;0;0;1650;0;0;0;0;300;600;0;200;0;0
MIE;0;0;0;0;0;0;0;600;0;0;0;0;0;0
MIG;0;21208;0;14200;1350;200;0;5157;2745;800;13100;0;300;600
MIL;0;300;0;9200;400;2100;0;16510;8406;500;100;0;1299;2800
MILL;0;612;0;2050;0;100;0;2007;560;400;0;0;0;1097
MIN;0;400;0;1366;300;3354;0;3650;200;0;0;0;200;0
MINC;0;0;0;279;0;0;0;0;0;0;0;0;0;0
MIND;0;100;0;1200;0;500;0;0;100;2100;0;0;100;500
MINI;0;100;0;800;100;0;0;0;200;2951;100;0;100;200
MINT;0;100;0;1286;0;650;0;0;100;100;0;0;0;0
MITK;0;400;0;9129;300;9618;0;0;258;2960;0;0;100;758
MITL;0;0;0;100;0;0;0;0;0;100;0;0;0;0
MITT;0;1300;100;6855;300;100;0;12095;1265;1100;100;0;1800;400
MJI;0;0;0;200;0;0;0;0;0;0;0;0;0;0
MJN;0;2029;0;44374;1400;3617;0;18486;5167;4175;0;100;100;4250
MKC;0;1700;0;37025;586;400;0;3944;600;1900;500;0;200;800
MKL;0;0;0;1000;100;100;0;400;300;0;600;0;0;280
MKSI;0;200;100;2716;0;1351;0;0;200;2892;0;0;0;500
MKTG;0;905;0;23319;200;400;0;0;300;500;0;0;0;1204
MKTX;0;800;100;3703;600;600;0;0;1113;5676;0;0;100;1600
MLAB;0;0;0;0;0;0;0;0;300;0;0;0;0;0
MLHR;0;500;300;2216;500;500;0;0;300;4052;0;0;0;1200
MLI;0;400;0;4000;300;1200;0;4397;1239;900;0;0;300;200
MLM;0;1400;0;1300;300;200;0;1329;200;1100;200;0;500;400
MLN;0;0;0;6881;0;0;0;0;0;0;0;0;0;0
MLNK;0;0;0;1600;200;100;0;0;100;537;0;0;200;300
MLNX;0;900;300;18045;1100;8547;0;0;6826;8000;0;100;600;1700
MLP;0;0;0;0;0;2143;0;0;0;0;0;0;0;0
MLPA;0;0;0;125;0;0;0;0;0;0;0;0;0;0
MLPG;0;0;0;100;0;0;0;0;400;200;0;0;0;0
MLPI;0;0;0;100;3696;0;0;0;0;0;0;0;0;0
MLPL;0;0;0;3933;0;0;0;0;0;0;0;0;0;0
MLPN;0;0;0;6000;0;3000;0;0;0;0;0;0;100;0
MLPY;0;0;0;0;0;1667;0;0;0;0;0;100;400;0
MLR;0;0;0;0;0;100;0;700;100;0;0;0;0;0
MLU;0;100;0;0;0;0;0;0;0;0;0;0;0;0
MM;0;3200;0;9451;2414;1341;0;11016;2500;500;1500;200;1500;3325
MMC;0;14473;0;42611;3874;2045;0;18251;10805;9401;2600;100;1600;11117
MMD;0;100;0;1300;0;0;0;1000;0;0;0;0;0;0
MMF;0;0;0;0;0;0;0;0;865;0;0;0;0;0
MMLP;0;200;0;766;0;0;0;0;0;0;0;0;0;200
MMM;0;15277;400;50936;6744;4098;0;43634;10053;27983;100;2379;3700;18877
MMP;0;847;100;12594;300;700;0;2957;1790;1700;0;0;100;877
MMS;0;900;0;3049;0;100;0;1804;443;100;0;100;200;300
MMSI;0;200;0;3900;200;0;0;0;200;980;0;0;0;500
MMT;0;100;0;800;337;0;0;100;200;200;0;0;200;435
MMTM;0;0;0;0;0;0;0;0;900;0;0;0;0;0
MMU;0;0;0;1038;0;0;0;1935;0;0;0;0;0;0
MMV;0;0;0;200;0;0;0;0;0;0;0;0;0;0
MMYT;0;200;0;100;100;100;0;0;700;818;0;0;0;0
MN;0;300;0;9200;0;200;0;1700;300;200;0;0;500;0
MNI;0;1400;0;14421;10400;1317;0;8865;2430;200;150;0;1700;1400
MNKD;500;8200;2000;183179;23112;32684;0;0;22055;122868;8698;0;7263;30707
MNOV;0;0;0;700;0;0;0;0;375;900;0;0;0;300
MNR;0;500;100;1700;0;200;0;4595;2267;4611;0;0;0;100
MNRK;0;0;0;300;0;0;0;0;0;0;0;0;0;0
MNRO;0;400;0;2334;300;972;0;0;400;5804;0;0;100;500
MNST;0;3000;400;19229;1400;2638;0;0;3500;30477;200;0;1926;6606
MNTA;0;100;0;4000;1100;855;0;0;500;3581;300;0;0;704
MNTG;0;0;0;100;0;0;0;0;0;100;0;0;0;100
MNTX;0;300;100;1225;0;0;0;0;0;400;0;200;0;100
MO;0;71782;100;177250;17061;12380;0;63535;9883;27228;4146;2000;2361;12118
MOAT;0;0;0;4478;0;0;0;0;0;0;0;0;0;0
MOC;0;0;0;0;0;0;0;0;200;0;0;0;0;0
MOD;0;100;0;2400;100;6610;0;3895;214;0;0;0;0;100
MODN;0;0;0;1900;0;0;0;100;100;0;0;0;0;0
MOFG;0;0;0;0;0;0;0;0;0;100;0;0;0;0
MOH;0;900;0;1900;200;775;0;4166;1630;1000;0;0;500;1086
MOLX;0;3800;200;38897;4300;3800;0;0;17971;15442;2900;0;3200;3600
MOLXA;0;800;100;12228;0;177;0;0;7059;2095;300;0;0;800
MON;0;2229;100;19957;800;4121;0;8141;2800;3300;600;100;500;900
MOO;0;100;0;6044;200;0;0;0;2919;3200;0;0;1000;200
MORL;0;0;0;1100;0;0;0;0;900;0;0;0;0;0
MORN;0;0;0;400;0;100;0;0;100;1000;0;0;100;0
MORT;0;0;0;1600;350;0;0;0;0;0;0;0;0;0
MOS;0;8052;200;27707;5199;9469;0;30031;7068;5769;300;0;2535;4335
MOSY;0;0;0;1100;417;0;0;0;0;3200;0;0;0;500
MOV;0;500;200;1900;200;0;0;4988;2300;1100;0;0;100;1100
MOVE;0;300;0;3105;200;0;0;0;2700;7915;300;0;100;1700
MPA;0;0;0;100;0;0;0;100;0;0;0;0;0;0
MPAA;0;0;6200;500;0;12500;0;0;0;400;0;0;0;0
MPC;0;2094;100;71233;1500;3050;0;19243;2285;4913;200;300;800;3400
MPE;0;0;0;0;0;0;0;0;400;0;0;0;0;0
MPEL;0;4900;100;38822;3650;6366;0;0;8500;15889;100;100;1392;6800
MPET;0;0;0;0;0;100;0;0;0;0;0;0;0;0
MPG;0;2800;0;20100;500;1002;0;25095;10700;5700;900;600;500;2000
MPLX;0;0;0;100;0;0;0;500;0;100;0;0;0;0
MPO;0;700;0;8846;800;1400;0;7672;997;2000;1400;0;700;1645
MPV;0;0;0;100;0;0;0;0;0;0;0;0;0;0
MPW;0;4998;0;19602;5099;100;0;12954;2521;301;1400;100;1454;1502
MPWR;0;817;200;4500;400;1400;0;0;400;2557;0;100;300;1800
MPX;0;0;0;400;0;0;0;107;0;0;0;0;0;0
MQT;0;0;0;200;0;0;0;100;0;0;0;0;0;0
MQY;0;200;0;1665;0;100;0;200;0;0;0;0;0;0
MR;0;2177;0;5400;2900;1200;0;7819;3700;2500;100;0;1300;4208
MRC;0;1600;0;4105;400;2167;0;2346;200;400;100;0;601;438
MRCC;0;0;0;0;0;0;0;0;0;100;0;0;0;0
MRCY;0;900;0;4363;0;0;0;0;200;500;0;0;0;600
MRGE;0;700;0;7152;400;300;0;0;100;674;0;0;1400;1744
MRH;0;1300;0;3200;900;400;0;2604;1032;931;700;0;300;400
MRIN;0;0;0;1500;0;100;0;1206;600;300;0;0;0;0
MRK;0;37449;700;228960;27073;62952;0;139745;30167;30733;2300;1800;7705;38903
MRLN;0;0;0;100;0;0;0;0;0;0;0;0;0;300
MRO;0;7709;0;67662;3000;6174;0;51642;23028;6167;400;1100;3600;18718
MRTN;0;0;0;283;0;0;0;0;0;465;0;0;0;0
MRVL;300;23391;0;222542;20651;8282;0;0;11700;51530;2300;200;13221;30022
MS;0;89377;0;429305;41074;19480;0;144599;38733;37839;3700;11000;12849;41640
MSA;0;900;0;4522;100;500;0;1974;300;700;200;0;400;600
MSB;0;400;0;1100;200;100;0;0;117;700;0;100;100;0
MSCC;0;1100;100;14406;1100;700;0;0;4200;4611;0;0;700;4561
MSCI;0;1400;0;7100;600;300;0;3825;805;1940;300;0;870;1600
MSD;0;100;0;4894;100;0;0;866;200;0;0;0;0;200
MSEX;0;0;0;500;0;0;0;0;0;5691;0;0;0;0
MSF;0;0;0;0;0;100;0;141;0;0;0;0;0;100
MSFG;0;0;0;300;0;0;0;0;100;500;0;0;0;0
MSFT;3400;148421;200;783276;100752;72474;1000;0;93540;396256;2322;2800;51812;183191
MSG;0;100;100;1100;100;600;0;0;400;2900;0;0;200;800
MSI;0;5960;0;69243;1900;1000;0;5135;4014;5551;0;0;3600;5962
MSJ;0;400;0;2600;0;0;0;1360;0;0;0;0;0;200
MSK;0;0;0;1252;0;0;0;2240;0;0;0;0;0;200
MSL;0;0;0;0;0;0;0;0;100;0;0;0;0;0
MSM;0;1100;0;3400;0;500;0;1000;600;400;0;0;700;200
MSO;0;1500;0;4230;1600;900;0;8400;2719;1200;0;0;500;1700
MSON;0;0;0;500;0;100;0;0;100;0;0;0;0;0
MSP;0;0;0;100;0;0;0;0;100;0;0;0;0;0
MSPD;0;1580;0;10800;1140;800;0;0;400;5029;2300;0;700;1300
MSTR;0;204;0;6700;300;200;0;0;600;950;0;0;0;600
MSTX;198;0;0;200;0;0;0;0;0;0;0;0;0;400
MSZ;0;100;0;900;200;0;0;13500;100;0;200;0;200;100
MT;0;16239;0;83174;23823;2386;0;24700;18017;4733;5300;0;8244;14507
MTB;0;3387;0;3774;200;1200;0;4461;600;100;0;0;1200;500
MTCN;0;0;0;0;0;0;0;700;0;0;0;0;0;0
MTD;0;935;682;2600;400;400;0;3731;1100;1740;0;0;0;700
MTDR;0;0;0;8000;200;1000;0;13616;400;1770;414;0;100;1793
MTG;0;11073;0;118557;10979;4003;0;14120;4800;4103;4700;500;2175;2485
MTGE;0;652;0;9800;1000;1146;0;0;400;4657;0;0;800;2257
MTH;0;1500;100;24522;1000;1191;0;10834;1860;2318;200;400;2100;2100
MTL;0;17779;0;53088;9114;1913;0;26805;8037;5338;400;100;2426;10189
MTN;0;600;0;1900;0;200;0;2713;945;572;100;0;0;300
MTOR;0;7100;0;46915;16500;1200;0;102309;3297;5839;4100;0;1400;3636
MTR;0;0;0;1303;0;0;0;0;0;0;0;0;0;0
MTRN;0;505;0;1200;100;800;0;700;300;100;0;0;0;281
MTRX;0;0;0;3176;100;400;0;0;300;2486;0;0;0;200
MTS;0;0;0;3490;0;1000;0;3305;100;0;0;0;0;0
MTSC;0;200;0;400;0;0;0;0;500;700;0;0;0;100
MTSI;0;100;0;300;100;0;0;0;0;1200;0;0;0;100
MTSL;0;0;0;2400;250;0;0;0;0;0;0;0;0;0
MTSN;0;3500;0;25056;2000;1086;0;0;5673;14317;0;0;686;1600
MTT;0;0;0;764;0;0;0;0;0;0;0;0;0;0
MTU;0;27869;300;425907;61608;39907;0;113731;27218;31904;2000;0;13083;76224
MTW;0;5029;0;12920;4436;300;0;19569;1500;7100;8100;0;1526;4158
MTX;0;600;0;1236;100;200;0;2216;905;500;100;0;100;100
MTZ;0;3022;0;9824;700;900;0;3422;900;5225;200;0;428;1100
MU;400;39487;300;531373;78563;35223;0;0;62054;101567;9400;1800;88057;122957
MUA;0;0;0;100;0;0;0;0;0;100;0;0;0;0
MUAC;0;0;0;200;0;0;0;0;0;0;0;0;0;0
MUB;0;150;0;3173;300;200;0;0;0;1052;0;0;100;0
MUE;0;0;0;200;0;0;0;0;100;0;0;0;0;0
MUI;0;0;0;3463;2750;0;0;200;1143;0;0;0;0;0
MUJ;0;0;0;311;0;854;0;100;0;0;0;0;0;0
MUNI;0;0;0;670;0;0;0;0;0;0;0;0;0;0
MUR;0;12464;200;73032;7900;1600;0;52258;5301;6115;1900;1000;3700;5000
MUS;0;0;0;2400;0;0;0;847;0;0;0;0;0;0
MUX;0;9727;0;60431;11355;3102;0;17426;4912;8472;100;0;2795;9800
MVC;0;200;0;3600;200;0;0;1793;500;700;0;0;800;500
MVCB;0;0;0;0;0;100;0;100;0;0;0;0;0;0
MVF;436;0;0;13055;0;0;0;0;1500;200;0;0;0;0
MVG;0;700;0;0;0;0;0;0;0;0;0;0;0;0
MVIS;0;100;100;300;0;150;0;0;0;544;0;0;0;0
MVO;0;0;0;100;0;0;0;300;100;100;0;0;0;0
MVT;0;400;0;600;0;100;0;200;300;0;0;0;0;0
MVV;0;0;0;1350;0;0;0;0;100;0;0;0;100;0
MW;0;1301;0;10258;800;1200;0;13929;5334;4600;1100;0;700;2522
MWA;0;16587;0;15036;22322;3600;0;22422;1300;4200;1150;0;5600;6563
MWE;0;2405;0;20382;300;4143;0;4137;1300;6330;300;600;352;700
MWG;0;0;0;300;0;0;0;229;0;0;0;0;0;0
MWIV;0;0;0;1300;0;300;0;0;1600;1050;0;0;0;100
MWO;0;0;0;557;0;0;0;200;0;0;0;0;0;100
MWR;0;100;0;500;0;0;0;990;400;0;0;0;0;0
MWV;0;1200;200;9297;1600;600;0;16017;800;1807;0;1100;200;4700
MWW;0;10543;0;30098;6500;100;0;18061;3788;6217;400;0;2300;1234
MX;0;800;100;6000;100;0;0;2160;100;626;600;800;0;300
MXF;0;0;200;800;0;0;0;200;0;100;0;0;0;0
MXI;0;0;0;100;0;100;0;0;0;0;0;0;0;0
MXIM;0;5987;0;39492;7607;5998;0;0;3263;18922;100;600;3400;12836
MXL;0;0;0;500;0;0;0;500;300;200;0;0;0;0
MXT;0;0;0;0;0;0;0;300;0;0;0;0;0;0
MXWL;0;2400;0;12847;500;1579;0;0;1664;2483;1900;0;200;500
MY;0;0;0;100;100;0;0;293;300;0;0;0;0;100
MYC;0;0;0;2117;0;100;0;100;0;0;0;0;0;0
MYD;0;0;0;6860;0;0;0;1014;0;0;0;0;0;0
MYE;0;600;0;1700;202;1071;0;2907;581;600;0;0;500;1100
MYF;0;0;0;100;0;0;0;0;0;0;0;0;0;0
MYGN;0;2900;0;15033;4630;2300;0;0;2300;9135;1900;0;1700;1269
MYI;0;0;0;0;0;0;0;200;100;0;0;0;0;0
MYJ;0;0;0;0;0;443;0;0;0;0;0;0;0;0
MYL;0;6652;0;94869;9908;1378;0;0;10900;11483;100;100;1285;7694
MYM;0;0;0;0;0;0;0;0;0;0;0;0;0;200
MYN;0;0;0;1475;0;100;0;1000;223;0;0;0;0;0
MYRG;0;500;0;5800;0;100;0;0;400;2360;0;0;100;400
MYY;0;0;0;2430;0;0;0;0;1503;0;0;0;0;442
MZF;0;0;0;2175;0;0;0;448;0;0;0;0;0;0
MZZ;0;0;0;100;0;0;0;0;300;0;0;0;0;0
N;0;2386;800;5201;400;400;0;3100;800;600;100;0;600;500
NAD;0;100;0;460;0;100;0;0;0;924;0;0;0;0
NAFC;0;3300;0;7255;600;7782;0;0;500;3900;100;0;300;1100
NAI;0;0;0;100;0;0;0;500;0;0;0;0;0;500
NAII;0;0;0;1700;0;300;0;0;0;600;0;0;0;300
NAK;500;3500;0;7300;200;1200;0;0;649;100;0;300;100;400
NAN;0;0;0;500;0;0;0;200;0;0;0;0;0;0
NANO;0;0;0;2184;600;1100;0;0;800;1035;0;0;0;1000
NAT;0;3258;0;31529;1100;1226;0;4544;2915;1748;2769;0;200;2202
NATH;0;0;0;100;0;0;0;0;0;0;0;0;0;0
NATI;0;2528;100;6210;782;700;0;0;1902;8782;100;0;1000;2800
NATL;0;0;0;200;0;0;0;0;0;0;0;0;0;0
NATR;0;0;0;0;0;100;0;0;0;300;0;0;0;300
NAUH;0;0;0;200;0;0;0;0;0;0;0;0;0;0
NAV;0;1752;0;4900;600;1200;0;3984;1300;1800;600;0;700;600
NAVB;1528;900;0;19221;2931;1500;0;0;800;1642;400;0;400;1358
NAVG;0;0;0;400;0;0;0;0;500;400;0;0;0;0
NAZ;0;0;0;1218;0;300;0;0;0;0;0;0;0;100
NBB;0;200;0;2743;0;0;0;1689;900;0;0;0;0;0
NBBC;0;0;0;886;0;0;0;0;0;400;0;0;0;300
NBD;0;0;0;1200;0;100;0;700;0;0;0;0;0;0
NBG;0;300;0;122578;500;4870;0;116628;200;0;0;0;100;100
NBH;100;0;0;1562;0;0;0;0;1200;0;0;0;0;0
NBHC;0;200;0;3300;100;500;0;6600;1000;400;0;0;0;300
NBIX;0;300;0;13000;900;749;0;0;1179;8029;0;0;700;1200
NBL;0;1844;0;12195;200;832;0;7255;1900;1400;300;0;200;1200
NBO;0;0;0;577;0;0;0;0;700;0;0;0;0;0
NBR;0;34430;2800;60251;6334;9512;0;45979;15400;16900;2300;3100;6007;31455
NBS;2200;100;100;3400;464;4875;0;0;600;200;0;0;0;400
NBTB;0;200;0;3016;500;600;0;0;2252;2528;0;100;200;900
NBW;0;0;0;1600;0;0;0;0;0;0;0;0;0;0
NBY;0;0;0;4476;0;0;0;0;0;0;0;0;0;0
NC;0;100;0;300;0;0;0;205;0;0;0;0;0;0
NCA;0;0;0;0;0;0;0;700;900;0;0;0;0;0
NCB;0;0;0;100;0;0;0;0;0;0;0;0;0;0
NCI;0;500;0;2800;400;200;0;4532;1138;1584;0;100;0;1200
NCIT;0;0;0;400;300;100;0;0;900;277;0;0;0;0
NCLH;0;0;300;6200;800;900;0;0;900;5332;0;0;0;999
NCMI;0;100;100;3200;100;600;0;0;3300;8607;100;0;400;2400
NCP;0;0;0;200;0;100;0;200;193;0;0;0;0;0
NCQ;100;0;0;966;100;800;0;0;3300;0;0;0;0;0
NCR;0;4644;0;22400;1900;900;0;15905;1059;1600;2900;200;1010;3787
NCS;0;600;200;1760;100;800;0;2300;1196;700;300;0;100;800
NCT;0;12800;294;74509;11473;4548;0;148676;3539;14532;2370;3100;9606;6410
NCTY;0;0;0;100;0;0;0;0;400;100;0;0;0;0
NCV;0;5638;0;2900;0;165;0;189;0;0;0;0;0;0
NCZ;0;300;0;6901;100;341;0;200;200;0;0;0;200;100
NDAQ;0;6344;0;56488;6140;8384;0;0;3593;19209;0;0;2900;14429
NDP;0;0;0;1485;0;0;0;200;0;0;0;0;0;0
NDRO;0;0;0;350;0;0;0;300;0;0;0;0;0;0
NDSN;0;300;0;2900;300;400;0;0;400;3901;100;0;300;700
NDZ;0;400;0;9000;0;845;0;11100;1121;400;0;0;100;200
NE;0;11500;0;85888;7546;4471;0;66618;10561;22034;1180;300;7903;16189
NEA;0;0;0;3006;0;0;0;0;0;0;0;0;0;0
NED;0;0;0;100;0;0;0;0;100;0;0;0;0;0
NEE;0;9041;0;107137;6400;2500;0;20808;2300;10252;200;400;1700;11082
NEM;0;27946;0;166255;13205;12497;0;41661;11523;29111;3000;2400;7669;16378
NEN;200;0;0;0;0;0;0;0;0;0;0;0;0;0
NEO;0;100;0;2000;0;200;0;0;100;1400;0;0;100;200
NEOG;0;200;0;500;0;300;0;0;600;1900;0;0;0;900
NEON;0;200;0;1300;0;300;0;0;200;1400;0;300;100;700
NEPT;0;100;0;400;0;3100;0;0;2200;400;0;0;0;1542
NEU;0;0;0;700;0;300;0;200;0;0;100;0;0;100
NEV;0;0;0;1545;0;0;0;200;0;0;0;0;0;0
NEWL;0;0;0;6800;0;8057;0;0;0;6200;0;0;0;0
NEWP;0;700;0;1900;200;400;0;0;400;4349;0;0;0;300
NEWS;0;200;0;300;300;0;0;0;539;3570;0;0;300;100
NFBK;0;0;0;7050;500;400;0;0;500;6300;0;0;400;500
NFG;0;2500;0;12468;400;500;0;2273;1900;6509;400;0;200;1500
NFJ;0;0;0;3257;0;0;0;723;0;100;0;0;0;0
NFLX;0;14600;300;168467;6975;8814;0;0;17677;48864;100;0;7800;18519
NFO;0;0;0;321;0;200;0;0;600;267;0;0;0;441
NFX;0;12272;0;106380;5716;13486;0;35743;8508;12933;2400;200;4100;11006
NG;1200;10033;0;22600;700;11700;0;0;1515;200;400;0;5335;600
NGD;18382;32600;100;88534;3793;10353;0;0;9152;14926;1000;6100;2751;12606
NGG;0;2100;200;16646;1400;5880;0;13109;1000;700;300;0;1400;2796
