;A;B;C;D;J;K;M;N;P;Q;W;X;Y;Z
STT;0;10917;0;49942;15075;8623;0;37678;9845;14367;1300;800;4500;20774
STV;0;400;0;2786;0;0;0;0;0;0;0;0;0;0
STWD;0;2367;100;35565;3200;2000;0;33452;4643;2416;100;0;1027;2350
STX;0;11451;200;91789;16586;16161;0;0;13700;42918;9354;200;7679;26252
STXS;0;0;0;3000;0;100;0;0;100;0;0;0;0;0
STZ;0;3504;100;60854;5695;2041;0;45995;5927;21637;200;0;1100;7326
SU;0;25548;0;34314;5706;5700;0;29794;8900;6250;652;1500;3038;6961
SUB;0;0;0;740;0;0;0;0;0;0;0;0;0;100
SUI;0;1000;100;900;100;0;0;2085;502;400;100;0;200;400
SUMR;0;0;0;0;0;0;0;0;0;100;0;0;0;0
SUNS;0;0;0;400;600;4610;0;0;0;900;0;0;100;100
SUP;0;800;0;1300;200;300;0;1900;400;500;0;0;0;400
SUPN;0;300;0;3200;0;179;0;0;0;778;0;0;0;500
SUPX;0;100;0;900;0;0;0;0;0;100;0;0;100;100
SURG;0;0;0;0;0;100;0;0;0;0;0;0;0;0
SUSP;0;0;0;100;0;0;0;0;0;0;0;0;0;0
SUSQ;0;7315;0;23336;3400;11398;0;0;1400;10028;0;0;1000;6960
SUSS;0;300;0;1300;0;0;0;1250;100;768;100;0;0;0
SUTR;0;0;0;5003;397;100;0;0;0;0;0;0;0;0
SVA;0;200;0;4079;100;0;0;0;100;644;0;0;200;260
SVBI;0;0;0;200;0;0;0;0;2655;748;0;0;100;0
SVBL;0;0;0;500;100;0;0;0;0;1356;0;0;0;0
SVLC;0;0;0;3950;100;0;0;0;0;0;0;0;0;0
SVM;0;2200;0;12500;200;500;0;1100;1100;100;100;0;600;100
SVNT;0;0;0;1600;0;2500;0;0;100;3100;0;0;0;0
SVU;0;54690;300;313732;33710;14485;0;69602;37166;38417;2100;14800;14740;51442
SVVC;0;0;0;2595;0;0;0;0;288;2100;0;0;0;100
SVXY;0;0;0;5490;0;0;0;0;500;696;0;0;100;1100
SWC;0;7274;0;23591;3723;2575;0;7888;3543;4951;2100;100;1500;4000
SWFT;0;9577;0;64755;6720;9800;0;47446;13045;12934;2100;0;6183;17487
SWHC;0;3600;0;37230;7924;1021;0;0;4000;9736;0;0;1150;9724
SWI;0;1000;0;11432;500;3271;0;6501;905;1295;300;0;200;765
SWIR;0;0;0;0;0;104;0;0;0;0;0;0;100;0
SWJ;0;200;0;0;300;0;0;2300;375;0;0;0;0;225
SWK;0;1988;0;16230;600;10804;0;7201;3000;5433;100;100;500;2128
SWKS;0;13844;0;63804;7950;13868;0;0;13900;24068;4031;0;4700;18203
SWM;0;8880;100;1800;0;200;0;4833;562;300;0;0;0;200
SWN;0;11415;0;34186;8318;2421;0;17566;3080;21600;11444;785;3295;11774
SWS;0;300;0;1400;0;100;0;709;0;200;100;0;0;0
SWSH;0;600;0;39973;1500;0;0;0;1300;632;0;0;658;3696
SWX;0;1000;0;2700;600;500;0;1934;529;800;100;0;0;300
SWY;0;21851;1100;146798;8858;6611;0;54806;12531;17269;2700;1100;6588;22329
SWZ;0;0;0;100;0;0;0;100;0;0;0;0;0;0
SXC;0;3570;0;35400;3700;1017;0;17625;1800;2035;200;0;1000;5300
SXCP;0;0;0;3100;0;0;0;200;100;0;0;0;0;0
SXE;0;0;0;100;0;0;0;0;100;200;0;100;0;0
SXI;0;100;0;100;0;0;0;1200;500;0;0;0;0;0
SXL;0;300;0;2265;0;0;0;258;0;0;0;0;100;1100
SXT;0;500;100;1100;100;100;0;3602;1133;200;100;0;700;300
SYA;0;2600;0;2500;400;1900;0;4126;854;1800;700;0;200;900
SYBT;0;100;0;700;0;0;0;0;100;300;0;0;0;0
SYK;0;4807;100;19312;4300;7016;0;24281;4600;5812;1100;900;2160;4500
SYKE;0;200;0;1600;100;500;0;0;800;2562;0;0;0;300
SYMC;0;18991;0;128823;16725;2074;500;0;20249;64551;9487;2100;6426;29689
SYMM;0;0;0;4247;200;300;0;0;0;1109;0;0;100;100
SYMX;0;300;0;700;0;0;0;0;0;0;0;0;0;0
SYN;0;0;0;200;0;0;0;0;100;0;0;0;0;0
SYNA;0;600;0;9411;500;1700;0;0;2568;12069;1300;0;100;800
SYNC;0;100;0;8173;500;2000;0;0;400;6300;0;100;200;562
SYNM;0;0;0;100;0;0;0;0;0;0;0;0;0;0
SYNT;0;1600;0;2243;1007;200;0;0;1289;4400;0;0;1399;974
SYPR;0;0;0;420;0;0;0;0;0;100;0;0;0;0
SYRG;1014;604;0;22237;100;200;0;0;2475;1000;100;0;1000;0
SYT;0;400;0;400;300;300;0;1600;564;2300;0;0;300;100
SYUT;0;100;0;200;0;0;0;0;0;100;0;0;0;0
SYX;0;0;0;500;0;100;0;0;400;0;0;0;0;100
SYY;0;13753;300;46301;5085;2900;0;43518;7100;18625;1500;1500;3400;10884
SZYM;0;600;0;3725;1000;300;0;0;400;3375;0;0;300;900
T;0;80864;0;367814;44323;53332;0;211355;40155;28626;13000;5400;20298;70317
TA;0;5500;100;47997;5500;650;0;2734;100;441;500;200;3800;2248
TAC;0;600;0;800;0;0;0;700;0;100;100;0;0;300
TACT;0;0;0;100;0;0;0;0;0;0;0;0;0;0
TAHO;0;100;0;2100;100;200;0;2533;0;100;0;0;200;200
TAI;0;0;0;1315;0;200;0;500;0;0;0;0;0;0
TAL;0;1816;0;5075;1000;100;0;25486;600;1253;100;0;1600;500
TAM;0;2400;0;100;0;0;0;12090;0;0;0;0;0;100
TAN;0;0;0;8000;100;0;0;0;2100;924;0;0;200;300
TAO;0;0;0;100;0;0;0;0;100;0;0;0;0;0
TAOM;0;100;0;0;0;0;0;300;0;0;0;0;0;0
TAP;0;3246;0;28806;3700;3000;0;8457;5438;4453;300;200;1000;7100
TARO;0;100;0;3700;0;100;0;100;300;600;0;0;0;0
TAS;0;0;0;701;0;0;0;0;0;0;0;0;0;0
TASR;0;1300;0;15405;600;1183;0;0;500;2420;600;0;300;2100
TAST;0;600;0;5513;700;2550;0;0;1961;2200;0;300;900;600
TAT;1562;0;0;2900;100;100;0;0;500;0;0;0;0;300
TAX;0;0;0;600;0;0;0;0;0;100;0;0;0;0
TAXI;0;200;0;1910;100;200;0;0;0;1287;0;0;0;100
TAYC;0;100;0;1900;100;100;0;0;300;1000;0;0;0;400
TAYCO;0;0;0;0;0;0;0;0;200;0;0;0;0;0
TAYCP;0;0;0;1600;0;0;0;0;0;200;0;0;0;0
TBAC;0;0;0;0;0;5100;0;0;900;100;0;0;0;0
TBBK;0;100;200;3983;300;0;0;0;100;400;0;0;500;300
TBF;0;100;0;8907;292;1000;0;0;100;1000;0;0;1590;1200
TBI;0;1500;0;3505;400;0;0;10782;994;1625;0;0;100;0
TBNK;0;0;0;0;0;389;0;0;0;0;0;0;0;0
TBT;0;4700;300;25900;1600;11797;0;0;3300;2556;0;0;1096;7666
TC;0;6930;300;56738;5800;8592;0;18144;8034;8255;0;600;1600;6712
TCAP;0;100;100;2885;100;1690;0;1600;765;3100;0;0;100;0
TCB;0;19127;0;44492;9439;4505;0;47913;8246;16587;1400;800;5762;26986
TCBI;0;900;0;12114;600;7646;0;0;1700;6966;300;0;600;1100
TCBIP;0;0;0;3638;0;0;0;0;0;1800;0;0;0;0
TCBK;0;0;0;300;0;0;0;0;0;200;0;0;0;0
TCK;0;29691;600;70948;9484;2300;0;45789;6700;8905;1186;2400;6700;6859
TCO;0;790;0;7700;200;1000;0;1700;2230;3200;500;0;400;900
TCP;0;800;100;4400;500;200;0;1115;221;315;0;0;600;406
TCPC;0;0;0;100;0;185;0;0;0;0;0;0;0;0
TCRD;0;100;200;1500;300;900;0;0;200;7700;0;0;1100;500
TCX;0;0;0;2292;0;1718;0;0;0;0;0;0;0;0
TD;0;1490;100;3014;200;300;0;1933;700;100;100;300;453;900
TDA;0;300;0;666;0;0;0;200;0;0;0;0;0;0
TDC;0;8000;100;192610;15750;6170;0;49385;7928;14574;3300;400;5800;6670
TDF;0;100;0;2338;0;100;0;500;100;100;0;0;0;0
TDG;0;599;0;950;0;400;0;661;200;500;0;0;200;100
TDIV;0;0;0;2562;0;0;0;0;0;0;0;0;0;0
TDJ;0;100;0;2731;0;0;0;598;0;0;0;0;0;0
TDS;0;1522;0;19531;6600;656;0;10495;2145;2462;700;0;600;2800
TDTF;0;0;0;0;508;0;0;0;0;0;0;0;0;0
TDTT;0;0;0;1115;0;0;0;0;0;0;0;0;0;100
TDW;0;700;0;3682;1100;200;0;3751;1100;300;1120;0;800;200
TDY;0;1454;0;3000;1245;500;0;1730;3277;400;0;0;400;1926
TE;0;12734;0;28081;6186;5092;0;11829;1514;7958;2267;200;3194;8659
TEAR;0;300;0;15431;500;400;0;0;2300;1900;100;0;300;700
TECD;0;400;0;1000;100;100;0;0;484;3200;100;0;400;600
TECH;0;200;0;2000;200;0;0;0;300;1100;0;0;500;500
TECL;0;100;0;3256;0;0;0;0;949;0;0;0;0;300
TECS;0;100;0;920;100;0;0;0;100;0;0;0;0;0
TECUA;0;0;0;2067;300;100;0;0;100;100;100;0;600;100
TEF;0;12983;100;32746;5553;15125;0;9936;6423;9771;6100;1300;3874;4271
TEG;0;961;100;1400;214;100;0;2737;940;3670;300;0;800;529
TEI;0;0;0;704;0;0;0;3537;804;0;0;0;0;0
TEL;0;9300;0;28304;2740;1400;0;11459;8028;1642;2538;200;1100;4752
TELK;0;0;0;400;100;2000;0;0;0;0;0;0;0;0
TEN;0;2425;0;4048;430;1500;0;6412;1171;1600;300;0;100;1400
TEO;0;1100;0;700;0;300;0;1685;800;832;0;100;0;400
TER;0;12050;0;71338;7034;2202;0;11798;6400;15029;1700;100;2300;9346
TESO;0;200;0;900;300;100;0;0;500;2600;0;0;200;300
TESS;0;100;0;0;0;0;0;0;0;0;0;0;0;0
TEU;0;400;0;100;100;0;0;100;0;0;0;0;100;0
TEVA;0;7147;0;76526;9428;7446;0;15684;11100;3490;2724;0;1700;5614
TEX;0;10316;0;51080;10373;10549;0;40482;7557;7934;2200;1500;3500;10320
TFI;0;100;100;2690;1500;100;0;0;1042;3044;0;0;100;0
TFM;0;700;0;6929;400;400;0;0;800;2600;0;200;515;1900
TFSL;0;1000;0;6400;100;100;0;0;300;600;0;0;1100;1600
TFX;0;1700;0;3388;900;600;0;2802;400;700;0;0;300;700
TG;0;700;0;900;100;0;0;3409;2222;1100;100;200;200;300
TGA;0;0;0;0;100;0;0;0;500;200;0;0;0;0
TGB;290;1400;0;4890;500;100;0;0;100;300;0;0;2443;100
TGD;200;104;0;900;0;0;0;0;100;100;100;0;0;0
TGE;0;0;0;600;0;600;0;0;200;200;0;0;0;0
TGH;0;1400;0;10402;200;700;0;3545;1182;200;0;0;0;394
TGI;0;900;0;3700;100;500;0;5067;848;1121;300;600;200;683
TGP;0;741;0;13917;200;500;0;1153;1100;200;0;0;100;200
TGS;0;0;0;0;0;0;0;100;0;0;0;0;0;0
TGT;0;7192;0;90372;1900;1414;0;12531;2100;5852;0;0;1400;6312
TGX;0;0;0;0;0;107;0;100;0;0;0;0;0;0
THC;0;2713;0;14582;4800;400;0;43153;2237;8164;2823;100;300;4781
THD;0;1726;0;3606;1900;300;0;0;5366;10200;100;100;100;1542
THFF;0;0;0;400;100;0;0;0;0;800;0;0;0;200
THG;0;4039;0;5900;300;0;0;4141;200;600;100;200;100;100
THGA;0;0;0;200;0;0;0;0;0;0;0;0;0;0
THI;0;1300;0;3000;900;400;0;2355;600;2000;400;0;0;500
THLD;0;1000;0;28181;1900;900;0;0;1260;4751;200;0;200;1500
THM;2900;0;0;0;100;0;0;0;3100;0;0;0;0;3800
THO;0;425;0;3060;200;1500;0;3111;600;1000;100;100;100;512
THOR;0;1000;0;3947;200;500;0;0;700;1185;600;0;900;700
THR;0;248;0;2119;300;400;0;1971;500;1401;200;0;300;600
THRM;0;200;0;2462;200;1000;0;0;538;2258;200;0;300;0
THRX;0;2736;0;30495;800;15203;0;0;5100;14895;100;0;200;400
THS;0;200;0;1500;100;0;0;2728;1488;500;0;0;100;400
TI;0;400;0;7000;100;0;0;600;601;100;0;0;500;0
TIBX;0;4710;100;40281;13767;5600;0;0;4600;37007;3200;100;5995;12470
TICC;0;900;0;20758;2800;900;0;0;1300;2591;0;0;500;5623
TIF;0;5897;100;27245;1849;4287;0;18293;2500;2600;400;400;2400;2600
TIGR;0;0;0;0;0;0;0;0;0;0;0;0;0;100
TILE;0;200;0;6600;300;950;0;0;1926;9685;200;0;100;2546
TINY;0;0;0;700;0;391;0;0;0;300;0;0;0;0
TIP;0;710;0;20447;200;100;0;0;977;955;0;0;900;2676
TIPZ;0;0;0;200;0;0;0;0;0;0;0;0;0;0
TIS;107;0;0;0;0;0;0;0;0;0;0;0;0;0
TISA;0;0;0;600;0;0;0;0;650;610;0;0;0;0
TISI;0;200;0;628;300;100;0;3000;1000;400;0;0;0;200
TITN;0;500;100;8300;400;2056;0;0;1443;7061;0;100;0;1051
TIVO;0;5500;0;59500;7578;25189;0;0;18320;21282;1700;0;3829;26309
TJX;0;21295;0;93804;19386;2600;0;54815;4500;20331;500;1100;2911;13200
TK;0;500;0;11100;826;3300;0;23576;2854;1100;2876;0;1700;700
TKC;0;2600;0;5600;300;1655;0;11832;798;100;100;0;500;200
TKF;0;0;0;200;0;0;0;0;0;0;0;0;0;0
TKMR;0;0;300;1000;800;100;0;0;1000;300;0;0;0;100
TKR;0;1100;0;11900;1000;3513;0;9765;905;3105;900;0;1400;2513
TLAB;300;2217;0;98229;10952;1700;0;0;2100;22208;231;0;883;19743
TLH;0;0;0;1263;0;0;0;0;140;0;0;0;0;100
TLI;0;400;0;200;0;0;0;200;200;0;0;0;0;100
TLK;0;435;0;1000;100;400;0;998;592;0;0;0;586;500
TLLP;0;200;0;877;200;500;0;100;200;900;0;0;100;0
TLM;0;16962;0;46348;11202;1368;0;92702;5350;13263;1400;1000;7200;30732
TLO;0;100;0;3172;0;0;0;0;100;0;0;0;0;0
TLP;0;100;0;200;0;0;0;0;0;0;0;0;0;0
TLR;762;0;0;0;0;0;0;0;0;0;0;0;0;0
TLT;0;11203;0;68329;800;7644;0;0;16228;15115;500;100;6326;7906
TLYS;0;200;0;3284;100;1300;0;1021;500;200;0;0;0;0
TM;0;2230;0;3652;700;1200;0;10659;1000;645;100;0;600;600
TMF;0;400;0;2540;400;400;0;0;0;500;0;0;0;600
TMH;0;1900;200;2906;500;1622;0;7684;1320;1500;800;100;300;900
TMHC;0;8980;100;18487;1300;5300;0;58300;12314;13111;0;100;300;4100
TMK;0;1068;100;7399;500;1100;0;13432;1300;1516;600;0;0;1300
TMNG;0;0;0;0;0;0;0;0;400;100;0;0;0;0
TMO;0;3774;500;37196;3600;7997;0;19904;10200;6472;600;100;6055;4345
TMP;400;0;0;100;0;0;0;0;0;0;0;0;0;0
TMS;0;100;0;0;0;0;0;375;100;0;0;0;0;100
TMV;0;509;0;3600;0;600;0;0;600;6220;0;0;0;300
TNA;0;2100;300;109666;7170;24907;0;0;122572;50858;300;400;5585;20490
TNAV;0;300;0;3400;500;400;0;0;200;700;0;0;100;400
TNC;0;0;0;900;0;200;0;1803;500;100;0;0;500;300
TNDQ;0;0;0;200;0;0;0;0;100;0;0;0;0;0
TNGO;0;600;0;4000;126;1203;0;0;100;3306;0;0;0;100
TNH;0;0;0;100;0;0;0;295;0;0;0;0;0;0
TNK;0;1400;0;11300;700;652;0;3046;3063;4800;100;0;200;1200
TNP;0;800;0;2800;0;400;0;3300;1480;400;0;0;0;0
TOFC;0;0;0;301;0;0;0;0;0;301;0;0;0;0
TOK;0;0;0;0;0;0;0;0;0;0;0;0;0;100
TOL;0;19726;241;162486;15994;9000;0;35661;21798;30885;7461;1200;7847;18437
TOO;0;900;0;1716;0;300;0;1000;0;200;0;400;0;600
TOT;0;600;100;6892;300;2315;0;3043;2042;700;0;0;200;800
TOWN;0;400;0;1000;200;100;0;0;0;2679;0;0;0;500
TOWR;0;0;0;600;0;0;0;300;0;0;0;0;0;0
TPC;0;900;0;3800;400;200;0;1979;400;1200;100;0;300;400
TPGI;0;0;0;200;100;0;0;0;0;100;0;0;0;0
TPH;0;300;0;1750;0;100;0;1979;0;0;0;0;500;100
TPI;0;0;0;1700;200;5100;0;0;0;0;0;0;0;0
TPL;0;0;0;0;0;0;0;263;0;0;0;0;0;0
TPLM;5268;500;0;8145;100;400;0;0;1745;1347;0;0;1617;1745
TPX;0;2059;100;17083;2000;7663;0;14582;2806;2200;1100;0;800;1464
TPZ;0;0;0;200;0;0;0;0;0;0;0;0;0;0
TQNT;200;2507;0;45036;5385;6066;0;0;15932;8154;400;0;200;13190
TR;0;600;0;2988;100;0;0;4109;703;378;0;0;0;300
TRAK;0;700;0;3910;400;100;0;0;300;3431;0;0;700;900
TRC;0;0;0;600;0;200;0;100;200;0;100;0;0;0
TREE;0;0;0;0;0;0;0;0;100;1100;0;0;0;800
TREX;0;100;0;1800;0;0;0;1019;300;100;0;0;0;0
TRGP;0;300;0;3100;300;300;0;9060;1200;200;0;0;300;200
TRGT;0;300;0;1800;400;100;0;0;300;3218;0;0;400;1100
TRI;0;3984;0;14787;1800;1271;0;2609;1100;1500;100;0;804;1000
TRIB;0;300;0;2645;200;400;0;0;200;700;0;0;0;200
TRIP;0;2000;300;10760;2500;1463;0;0;4790;23130;500;100;2300;4263
TRIT;0;0;0;700;0;0;0;0;0;800;0;0;0;0
TRK;0;0;0;0;0;100;0;800;0;0;0;0;0;100
TRLA;0;600;100;4050;500;500;0;5082;2300;900;400;1000;800;200
TRMB;0;1800;0;27081;6173;2800;0;0;1600;15848;500;100;2307;8145
TRMK;0;1700;100;8338;700;500;0;0;1008;6393;400;0;1100;3417
TRN;0;4108;0;10646;2700;2600;0;14177;2300;5472;400;0;900;4117
TRND;0;0;0;418;0;0;0;0;400;0;0;0;0;0
TRNM;0;0;0;210;0;0;0;0;0;0;0;0;0;0
TRNO;0;200;0;100;0;0;0;700;0;200;0;0;0;100
TRNS;0;0;0;100;0;100;0;0;0;100;0;0;0;0
TRNX;0;0;0;700;0;0;0;0;100;601;0;0;100;400
TROV;0;100;0;200;0;200;0;0;0;0;100;0;0;0
TROW;0;2273;100;30700;2615;3466;0;0;2900;17841;1300;0;1800;6753
TROX;0;2800;100;20591;2000;12498;0;4956;7000;14797;900;0;1300;4500
TRP;0;4344;100;7252;1400;800;0;3555;5406;3200;100;1000;700;2400
TRQ;0;8173;100;37007;5050;1200;0;6683;1500;6300;1400;500;2600;6303
TRR;0;0;0;0;0;100;0;940;100;0;0;0;0;200
TRS;0;0;0;2300;200;200;0;0;0;2424;0;0;0;100
TRST;0;1529;0;20287;1200;200;0;0;1800;2335;100;0;500;3204
TRT;0;0;0;0;0;200;0;0;0;0;0;0;0;0
TRV;0;4500;100;55217;5406;11538;0;32524;14200;6668;500;100;2000;6508
TRW;0;1200;0;12083;811;3114;0;5417;2000;3092;0;400;300;1200
TRX;400;1600;0;9200;441;1837;0;0;300;3600;100;0;600;1500
TS;0;1300;0;5888;1824;1000;0;4637;1754;1121;100;0;2400;1100
TSCO;0;800;0;11551;300;2200;0;0;1800;8549;400;0;600;1200
TSI;0;0;0;2620;0;0;0;0;0;0;0;0;0;0
TSL;0;11219;0;54700;3200;2547;0;10365;6460;6197;200;800;3300;8163
TSLA;0;5256;0;54524;4900;13357;0;0;13436;34488;0;0;1100;9121
TSM;0;67876;0;361739;26216;13611;0;104554;14020;32393;2100;7100;11360;28509
TSN;0;15505;100;91311;5960;3002;0;38201;11200;4400;800;300;6750;33293
TSO;0;13101;0;62424;5382;5100;0;15186;9940;8653;4800;900;3800;9584
TSPT;0;600;0;10900;1000;500;0;0;600;6009;0;0;0;200
TSRA;0;1800;100;5200;1200;100;0;0;1100;1321;0;0;300;2665
TSRO;0;200;0;300;0;100;0;0;100;300;0;0;0;100
TSS;0;5363;700;38574;7500;1909;0;51071;8742;15662;1478;1000;3000;7863
TST;0;0;0;0;0;0;0;0;0;0;0;0;100;0
TSU;0;4000;0;4700;2100;4386;0;20364;2902;5293;100;300;2386;1995
TSYS;0;100;0;5435;200;200;0;0;0;100;100;0;600;0
TTC;0;200;100;13355;100;100;0;1689;645;300;400;0;100;307
TTEC;0;100;0;670;100;200;0;0;1400;4600;0;0;100;900
TTEK;0;1500;0;10946;863;2000;0;0;2600;7418;200;0;1100;3135
TTF;0;0;0;600;0;0;0;1186;0;0;0;0;0;0
TTI;0;3066;244;14093;1400;1401;0;8943;3674;6436;2200;200;1100;1900
TTM;0;3699;0;28900;5398;400;0;7937;2416;2200;200;100;1700;3900
TTMI;0;500;0;3837;0;0;0;0;521;1975;0;0;100;100
TTP;0;0;0;490;0;0;0;0;0;0;0;0;0;0
TTPH;0;100;0;700;0;100;0;0;100;200;0;0;0;100
TTS;0;1200;0;2134;398;811;0;0;1281;6341;0;100;200;1000
TTT;0;297;0;0;596;0;0;0;1300;100;0;0;0;0
TTWO;0;3078;0;17374;1300;733;0;0;2357;2597;312;0;600;6667
TU;0;0;0;1042;0;0;0;200;0;0;0;0;100;0
TUC;0;0;0;200;0;0;0;0;100;0;0;0;0;0
TUES;0;100;0;1500;100;200;0;0;0;4190;0;0;0;200
TUMI;0;956;100;13067;200;400;0;4500;800;600;0;0;500;613
TUP;0;2410;200;10937;300;1734;0;11626;1700;2750;0;0;300;2416
TUR;0;200;0;800;0;200;0;0;5431;600;0;0;100;500
TUZ;0;0;0;0;0;300;0;0;0;5274;0;0;0;400
TV;0;7278;0;13300;6400;400;0;18193;16407;6100;800;300;8300;8510
TVE;0;0;0;2870;0;0;0;0;0;0;0;0;0;0
TVIX;0;29151;0;215931;4500;20443;0;0;8000;3900;0;0;0;9955
TW;0;736;0;1600;100;400;0;1425;964;400;300;0;200;200
TWC;0;4936;0;36993;4020;6988;0;37221;3420;4996;1700;700;3535;2397
TWER;0;200;0;12947;1300;799;0;0;2300;6355;0;200;2800;2400
TWGP;0;1200;100;4375;700;500;0;0;0;2244;500;0;100;300
TWI;0;4000;0;15216;1200;1800;0;14942;2276;2573;751;0;1114;1709
TWIN;0;100;0;300;100;0;0;0;100;100;0;0;200;400
TWM;0;10300;500;57895;5600;8416;0;0;3114;7695;300;600;4984;11533
TWMC;0;0;0;100;0;100;0;0;0;0;0;0;0;0
TWN;0;0;0;0;0;0;0;300;0;0;0;0;0;0
TWO;0;48597;0;159587;13171;5174;0;43666;20293;11728;6733;0;9591;32596
TWTC;0;11438;200;31012;5741;700;0;0;4900;15071;11231;200;3900;5557
TWX;0;12649;100;68938;7305;4635;0;22644;11032;4629;900;1000;4892;7500
TX;0;2800;0;2200;400;800;0;2514;1300;500;0;500;410;0
TXI;0;1451;0;1400;0;900;0;2394;1300;1100;0;0;0;400
TXMD;0;0;0;100;0;0;0;0;0;0;0;0;0;0
TXN;500;20072;0;163053;18136;13281;0;0;31357;38423;500;1400;10706;22807
TXRH;0;2000;100;6287;2100;1678;0;0;1100;5647;800;100;1000;2391
TXT;0;7501;0;33194;8266;2115;0;37351;3322;10631;800;400;4381;12508
TY;0;0;0;0;0;100;0;200;0;0;0;0;0;0
TYC;0;12775;0;51205;5458;3800;0;95633;5800;2300;2200;600;2506;9052
TYG;0;0;0;0;0;0;0;570;0;0;0;0;0;0
TYL;0;100;0;1636;400;500;0;2512;500;500;0;0;200;400
TYN;0;0;0;195;0;0;0;0;0;0;0;0;0;0
TYPE;0;0;0;4000;0;300;0;0;100;1609;0;0;0;0
TYY;0;100;0;1634;0;0;0;400;0;0;0;0;0;0
TZA;0;3100;0;143752;10400;19694;0;0;34017;27303;200;900;4200;14068
TZOO;0;0;0;2420;100;200;0;0;200;1100;0;0;150;0
UA;0;1700;0;34229;700;5179;0;13127;2332;4982;3000;0;500;1900
UACL;0;0;0;100;0;0;0;0;0;0;0;0;0;0
UAL;0;17767;0;79170;11200;35716;0;74621;23667;11761;100;1200;3895;32488
UAM;0;2815;0;36000;1100;0;0;14672;1371;1300;0;0;300;1510
UAMY;1170;0;0;3000;0;0;0;0;1112;0;0;0;0;1400
UAN;0;500;0;909;0;0;0;500;100;300;0;0;0;1778
UBA;0;800;0;1600;200;395;0;1300;3885;700;0;0;300;1000
UBFO;0;0;0;0;0;100;0;0;300;0;0;0;0;0
UBG;0;0;0;100;0;0;0;0;0;0;0;0;0;0
UBNK;0;100;0;1100;0;200;0;0;200;800;0;0;100;400
UBNT;0;300;100;2100;0;4375;0;0;300;1376;0;0;0;1000
UBS;0;8843;0;36036;4896;6800;0;19485;2500;3500;2636;100;1661;8723
UBSH;0;0;0;1300;0;0;0;0;100;500;0;0;0;100
UBSI;0;330;100;3200;500;900;0;0;200;3807;200;0;500;200
UBT;0;0;0;1859;0;0;0;0;0;0;0;0;0;0
UCBI;0;100;0;1089;300;300;0;0;400;2088;0;0;100;800
UCFC;0;300;0;1200;100;0;0;0;0;0;0;0;100;100
UCI;0;0;0;502;0;0;0;0;0;380;0;0;0;0
UCO;0;2500;0;15416;3700;25200;0;0;401;0;0;0;1594;4700
UCTT;0;0;0;1720;0;100;0;0;2300;1917;0;0;0;300
UDN;0;0;0;346;2673;0;0;0;0;1400;0;0;689;0
UDOW;0;100;0;8562;0;0;0;0;100;1130;0;0;200;100
UDR;0;9097;0;33745;7677;800;0;47838;3867;3175;5200;200;6700;8123
UEC;3690;999;0;6387;1900;1200;0;0;5719;3710;200;200;1787;3632
UEIC;0;0;0;1400;0;0;0;0;400;200;0;0;0;200
UEPS;0;200;0;1500;100;200;0;0;100;200;0;0;400;200
UFCS;0;0;0;100;0;100;0;0;200;700;0;0;0;200
UFI;0;500;0;1900;200;0;0;1300;1700;100;0;0;400;3600
UFPI;0;0;0;2300;100;300;0;0;1100;3595;0;0;0;100
UFPT;0;0;0;200;0;0;0;0;100;200;0;0;0;0
UFS;0;1809;100;11934;400;600;0;3420;5990;3499;0;0;300;1700
UG;0;0;0;400;0;0;0;0;0;0;0;0;0;0
UGA;0;0;0;0;0;202;0;0;0;0;0;0;0;0
UGAZ;0;0;0;1224;0;2150;0;0;0;700;0;0;0;200
UGI;0;2400;0;26000;2270;600;0;14166;2551;9572;593;100;1400;6700
UGL;0;300;0;4050;730;500;0;0;1300;7500;0;0;100;2225
UGLD;0;100;0;0;0;0;0;0;0;0;0;0;0;0
UGP;0;1100;0;600;0;0;0;5100;1130;300;300;0;100;100
UHAL;0;0;0;200;0;100;0;0;0;200;0;0;0;0
UHS;0;1326;100;5600;1100;2300;0;8568;1900;4194;500;200;300;1600
UHT;0;0;0;300;0;0;0;1276;200;100;0;0;0;0
UIHC;0;0;0;4223;0;0;0;0;0;200;0;0;0;5100
UIL;0;300;0;1500;100;200;0;4241;895;622;200;0;0;200
UINF;0;0;0;0;0;0;0;0;2101;0;0;0;0;0
UIS;0;2200;0;27670;1639;4834;0;15105;5739;5600;3100;0;600;5535
UJB;0;0;0;366;0;0;0;0;0;0;0;0;0;0
UL;0;1000;0;3439;500;100;0;6135;1500;964;0;0;587;492
ULTA;0;3600;100;8075;800;2300;0;0;1400;6262;300;0;1500;2000
ULTI;0;1000;0;5842;500;2186;0;0;1800;5761;300;0;200;900
ULTR;0;0;0;800;0;1229;0;0;0;200;0;0;0;100
UMBF;0;300;0;4414;1300;300;0;0;1100;2587;314;0;300;1200
UMC;0;47510;0;52189;16546;3498;0;19700;38200;40300;1100;0;5400;3962
UMDD;0;0;0;400;0;0;0;0;100;0;0;0;0;0
UMH;0;0;0;1600;200;215;0;300;258;604;0;0;0;0
UMPQ;0;924;0;11800;1000;1010;0;0;2600;4122;300;0;800;2734
UN;0;4300;0;20275;3800;234;0;7909;562;2569;500;100;1000;3109
UNB;0;0;0;200;0;0;0;0;0;0;0;0;0;0
